Date,P3_sap_draw,P3_actual_draw,P3_pack,P3_eff,P3_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Total Defect%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,LINE P3 ZONE 02 TEMPERATURE,LINE P3 ZONE 03 TEMPERATURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P3 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P3 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P3 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P3 ZONE 2 TEMPERATURE,FOREHEART LINE P3 ZONE 3 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,Density (g/cm3)_x,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,Name,FGCode,Draw,Defect Type,Defect Count,Sample Size,Pack to Melt Ratio,Density (g/cm3)_y,Color
14-12-2021,29.05,29.1,23.99,82.6,44,30,10395,4780,30612,35392,15.67,100.38,28.656,93.97,5398,1017,1221,1323,17.7,116.05,0.914,31352,103,3.2,2.78,2.7,8.68,64,90.2,5487.744791,-0.149993126,-0.008018097,435.9822846,0.132661923,442.1065605,446.1788508,468.1058254,466.721419,458.6003301,180.9899244,4948.573109,83.41141898,67.26448363,81.81780017,88.94542401,92.13853904,75.3627204,95.49790092,77.31486146,451.1947943,386.7850546,20564.07809,545.5104954,587.2451721,564.5583543,159.3073048,514.2947103,169.8396306,516.3417296,369.9580185,231.0100806,231.3306452,231.8266129,233.141129,234.828629,246.8689516,242.6451613,258.4879032,261.6370736,53.49392282,204.9999493,45.29219753,158.799328,57.61718744,190.1356663,58.26192831,238.056066,55.76557049,273.0431503,44.5032488,261.7105797,59.80693029,254.943478,61.8153577,261.8470907,108.1765241,172.9495656,50.96606199,13.26062956,1.955645161,48.89112903,183.8306452,234.6774194,58.27822581,0.139110896,3281028.129,69225.38911,151411.5242,531.983871,5688.189516,140.3553544,36.88242001,138.5368841,36.46071354,18.64079326,696.4349085,840.9274194,147.086952,36.37222905,23.11365909,789.6972036,840.9274194,19.99859996,791.9910219,840.9274194,9.692031891,8.994386973,9.595971392,245.9661863,1.155336431,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.524,70.34,1.82,0.158,9.8,3.16,13.59,0.77,0.041,200G MTO MD SAUCE,F3W0100QMNQ110000X,33,,,,0.824398625,,Flint
15-12-2021,30.4,30.4,27.31,89.8,32,30,10291,5551,30410,35961,18.2,99.72,28.26,92.67,5495,1006,1220,1322,18.02,117.92,0.91,31055,102,3.38,3,4.56,10.94,44,204.8,5487.744791,-0.149993126,-0.008018097,435.9822846,0.132661923,442.1065605,446.1788508,468.1058254,466.721419,458.6003301,180.9899244,4948.573109,83.41141898,67.26448363,81.81780017,88.94542401,92.13853904,75.3627204,95.49790092,77.31486146,451.1947943,386.7850546,20564.07809,545.5104954,587.2451721,564.5583543,159.3073048,514.2947103,169.8396306,516.3417296,369.9580185,438.0184719,438.3366919,438.9093199,442.7447523,446.4399664,467.4357683,458.9513014,489.2787573,498.000532,100.9880226,389.9520332,85.67613533,302.3277402,108.7519827,359.3468184,111.0644649,449.5065203,106.3750699,516.522937,84.7143516,498.4402708,113.6165967,492.1134029,118.3814936,500.6554772,207.039488,331.2400869,96.67967192,25.12845073,3.702770781,92.56926952,348.0604534,444.3324937,110.3425693,0.181989692,6212218.519,149748.9866,286678.8816,8351.649034,11334.92191,265.9014676,69.55347965,263.9898112,68.90836359,35.2501401,1329.895612,1592.191436,278.9263419,68.66259686,43.63280146,1507.07613,1592.191436,37.70017031,1501.129714,1592.191436,18.19441802,16.90372528,17.98817823,467.0238321,2.291819725,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.524,70.34,1.82,0.158,9.8,3.16,13.59,0.77,0.041,200G MTO MD SAUCE,F3W0100QMNQ110000X,33,,,,0.898355263,2.524,Flint
16-12-2021,27.64,27.6,20.1,72.7,47,30,10393,5989,30410,36399,19.57,99.38,28.644,93.61,5540,1016,1219,1323,18.11,118.95,0.912,31408,103,2.81,3.89,1.7,8.4,30,90.8,14953.36135,-0.405268436,-0.026074868,1187.093874,0.352044558,1194.001962,1213.343055,1266.400147,1264.831081,1242.44631,490.7885154,13482.48249,226.3732493,181.859944,221.7464986,240.1806723,247.7542017,204.5847339,257.3445378,208.855042,1218.044118,1045.590336,55537,1468.35014,1580.921569,1523.663866,422.0735294,1390.976891,469.0602241,1386.534314,998.6554622,1181.144258,1182.055322,1182.985994,1195.731092,1214.062325,1266.827031,1243.369748,1320.77521,1340.794073,272.9978773,1051.136657,231.5084701,813.8827308,292.6169051,967.7644192,299.2369901,1212.201893,287.5590866,1392.863626,228.7355598,1342.743754,310.2347987,1326.700125,319.6413921,1347.752699,558.7676081,893.9099958,260.8735561,67.80693054,10,250,940,1200,298,0.505930731,16777216,424328.9902,774228,15223.02241,30431.07703,722.9414667,188.2861132,717.2391767,186.3740075,95.49296795,3582.460415,4300,758.5651573,185.866451,117.8645351,4062.310743,4300,102.1374593,4044.987319,4300,49.33213953,45.6433248,48.6979434,1269.583925,6.306441835,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5234,70.16,1.71,0.135,10.09,3.14,13.45,0.81,0.041,150G MD Jam Jar,F3W0243QMNQ110000X,27,,,,0.72826087,2.5234,Flint
19-12-2021,26.52,26.5,16.31,61.5,45,30,10359,6346,31047,37393,20.48,100.2,28.834,93.05,5386,1012,1214,1322,17.38,120.68,0.916,31478,102,4.75,3.71,4.11,12.57,53,156.1,15093.39206,-0.405090902,-0.046457715,1196.575096,0.357243974,1197.560925,1235.00061,1268.275706,1266.884969,1237.552033,491.9840278,13605.525,225.8965278,181.0173611,221.6680556,240.3430556,246.0680556,203.9368056,256.7229167,208.5993056,1213.476389,1044.864583,2182.645833,1477.977083,1581.241667,1529.168056,435.6041667,1395.66875,460.8805556,1396.235417,993.575,1183.197917,1185.04375,1183.353472,1199.195139,1235.94375,1268.726389,1238.503472,1321.320833,1358.89355,274.4415499,1064.838122,248.5597504,822.2069525,291.0476938,975.788883,299.015001,1224.780171,288.2638905,1407.832996,229.7837089,1356.581149,308.8148668,1334.430461,319.4003147,1362.386671,559.7784111,898.1493567,261.1079824,67.80693054,10,250,940,1200,298,0.499448054,16777216,516528.8826,774228,15541.45139,31023.81875,736.6655211,191.1630983,731.0325928,189.4253471,96.50935557,3619.431186,4300,772.3706673,188.6917439,119.8615454,4098.83898,4300,103.725791,4087.619358,4300,49.60793226,46.09949625,49.08627529,1293.452402,6.192009061,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.522,70.16,1.71,0.135,10.09,3.14,13.45,0.81,0.041,150ML JARï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,F3W0244QRQQ110000X,26,,,,0.615471698,2.521966667,Flint
20-12-2021,30.41,29.9,23.35,78.1,56,30,10242,6324,31475,37799,20.19,100.51,28.76,91.84,5244,1001,1214,1321,16.75,120.71,0.906,31744,101,4.28,3,2.79,10.07,47,105.3,14951.394,-0.405125038,-0.025314379,1200.813788,0.368437171,1199.266942,1227.525669,1267.287903,1266.508636,1238.278503,490.48125,13476.69167,225.4194444,180.4076389,221.0673611,240.4826389,245.2041667,202.9659722,256.76875,208.5277778,1212.603472,1045.347222,2707.5625,1470.875694,1580.4125,1524.690278,437.5756944,1387.330556,460.2993056,1397.889583,996.56875,1184.664583,1185.819444,1182.754861,1200.860417,1228.333333,1268.329167,1239.175694,1319.702778,1363.241868,274.5136475,1069.511157,248.8377691,825.5148078,291.2213035,976.2880146,298.9875137,1224.911986,287.6183928,1409.780895,230.2416066,1359.366564,307.2036594,1333.00299,319.3988679,1366.576247,559.1652224,898.4053518,261.0358853,67.80693054,10,250,940,1200,298,0.508695827,16777216,547743.425,774228,15683.60833,31050.8,747.3070214,193.4836034,741.2035846,191.7562696,98.06794936,3628.227082,4300,783.521951,191.1341148,120.5752326,4102.150053,4300,105.2841918,4096.220338,4300,50.09603866,46.62728257,49.61104187,1311.894111,6.585457254,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5224,70.28,1.7,0.147,9.98,3.19,13.48,0.72,0.041,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,35,,,,0.780936455,2.5224,Flint
21-12-2021,31.14,31.1,27.44,88.1,54,30,10193,5468,30024,35492,17.82,97.83,28.212,91.92,5329,997,1218,1320,17.36,115.64,0.906,31139,101,4.37,3.64,4.51,12.52,48,105.3,14860.06744,-0.405090928,-0.026586375,1186.451605,0.358952895,1199.99432,1227.98144,1267.719218,1266.781006,1237.945557,493.9895833,13395.73403,224.8520833,180.3604167,220.9298611,240.9215278,245.5291667,202.3041667,257.3326389,208.9618056,1215.740972,1045.236111,2695.617361,1474.570139,1581.566667,1525.4375,426.0583333,1386.795139,471.7847222,1395.655556,996.8138889,1185.417361,1186.321528,1182.331944,1201.588889,1228.745139,1268.646528,1238.843056,1320.595139,1338.702419,274.2995265,1048.678626,248.2221743,809.2556436,290.4005119,958.7786135,298.7360148,1203.824265,287.9586245,1384.185312,230.4759816,1333.474795,308.940976,1302.777372,318.9457939,1340.339668,558.3092212,880.3124162,261.1289568,67.80693054,10,250,940,1200,298,0.509903385,16777216,578838.9444,774228,15349.30556,31429.82222,717.4061974,189.246672,710.7737248,187.498939,96.21190199,3559.355309,4300,751.5103018,186.8714796,117.8148152,4020.43386,4300,102.8269194,4020.53755,4300,49.93581891,46.48271774,49.4762526,1258.577218,6.381655084,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5222,70.28,1.7,0.147,9.98,3.19,13.48,0.72,0.041,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,35,,,,0.882315113,2.522166667,Flint
22-12-2021,32.87,31.5,16.56,52.6,66,30,10122,4640,30024,34664,14.94,96.69,28.46,91.65,5234,991,1220,1322,16.86,111.63,0.906,31413,101,4.98,5.31,8.87,19.16,42,105.3,15039.77308,-0.405081529,-0.033942099,1196.344071,0.356586642,1200.129954,1228.119914,1268.08726,1266.539256,1237.468313,493.4402778,13556.01319,225.9166667,180.7791667,221.4298611,240.6416667,245.5361111,203.4041667,256.7944444,208.7993056,1216.938889,1045.043056,7196.057639,1477.036806,1583.7,1525.63125,417.5791667,1388.977778,479.5152778,1392.464583,995.9013889,1184.763889,1187.36875,1182.054167,1201.672222,1228.865972,1268.376389,1238.310417,1320.756944,1338.217753,274.0617752,1048.931407,248.2889658,810.1514269,290.9220669,960.3310655,299.0820307,1207.593478,288.7292638,1387.744746,230.284528,1338.124119,307.3878824,1309.821891,319.6657975,1343.536203,559.0622606,885.3141863,260.7137349,67.80693054,10,250,940,1200,298,0.507243768,16777216,608934.3125,774228,15267.5125,30177.16111,718.5366073,189.175588,712.6980579,187.4195119,95.13435589,3567.068951,4300,753.5582368,186.8600017,118.5289836,4035.690358,4300,103.1170913,4026.997727,4300,49.82482637,46.35573768,49.30739191,1261.52106,6.370482895,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5221,70.28,1.7,0.147,9.98,3.19,13.48,0.72,0.041,250ML FOOD JAR (FLINT)- CTN 24,F3X0095QMQQ110001X,34,,,,0.525714286,2.522133333,Flint
23-12-2021,33.92,33.9,21.11,62.2,44,30,10256,6564,30884,37448,21.16,99.55,28.538,91.99,5231,1002,1219,1322,16.86,120.71,0.91,31360,101,6.65,4.41,2.84,13.9,45,105.3,15006.51017,-0.405018111,-0.030143031,1194.547041,0.359098528,1201.270464,1227.989621,1267.932943,1267.631683,1238.552551,492,13525.37986,226.0930556,180.5,221.2388889,240.1465278,245.3145833,203.6798611,256.7368056,208.4069444,1218.311111,1046.138194,15595.08611,1473.438889,1586.684028,1530.638194,429.5868056,1388.495833,504.4659722,1400.811806,997.1736111,1189.559028,1191.291667,1181.252083,1202.733333,1228.711111,1269.332639,1239.372917,1321.363889,1347.249954,273.6173785,1056.475853,247.6355132,815.6784483,290.983313,964.9667255,298.4059168,1213.036506,287.2571865,1395.552822,230.2941731,1349.383924,307.2313941,1323.866304,320.3380527,1355.267007,558.8071531,895.0360064,260.4562146,67.80693054,10,250,940,1200,298,0.497942075,16777216,639223.6639,774228,15353.975,30202.88889,727.855982,190.3192516,723.129826,188.6231194,95.77276234,3597.552168,4300,763.4211054,188.0319731,119.1199854,4068.807072,4300,103.7880018,4050.177223,4300,49.77304634,46.32056075,49.20959097,1278.620387,6.639901633,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5218,70.35,1.72,0.154,9.97,3.12,13.51,0.68,0.042,250ML FOOD JAR (FLINT)- CTN 24,F3X0095QMQQ110001X,34,,,,0.622713864,2.5218,Flint
24-12-2021,28.88,26.5,20.51,77.5,49,30,10232,5467,29814,35281,17.7,96.55,28.558,92.48,5396,1001,1219,1323,17.47,114.26,0.92,31041,101,4.56,3.22,6.06,13.84,47,105.3,14954.21332,-0.405000846,-0.029752634,1189.078892,0.363187361,1202.724798,1231.580939,1268.455029,1266.453212,1236.634836,491.9867964,13480.02085,224.0528145,179.1966644,219.7783183,240.2939541,243.3578874,200.8436414,255.9270327,207.5795691,1217.124392,1046.18902,55537,1477.105629,1580.718555,1534.826963,438.3224461,1389.506602,458.8457262,1395.537874,994.0548992,1189.574705,1192.213343,1182.360667,1204.289785,1232.460042,1268.211953,1237.497568,1322.512856,1341.418699,273.1941507,1050.716001,246.8248126,810.920729,289.9472077,960.5520309,297.9994337,1208.488567,287.0936603,1388.935138,229.3720087,1338.234423,306.4517291,1301.661876,318.1984037,1342.806542,557.5298227,882.5259627,259.3692108,67.80693054,10,250,940,1200,298,0.49913664,16777216,669952.4051,774228,15270.64837,30814.28492,718.1267249,189.0054822,711.2407054,187.2373756,95.27087668,3566.745571,4300,751.7055631,186.4971814,118.0983616,4028.834654,4300,102.7903734,4030.672098,4300,49.75593137,46.28118148,49.30268211,1259.386577,6.490268615,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5205,70.35,1.72,0.154,9.97,3.12,13.51,0.68,0.042,250G TT JAM JAR (SHIRNK) -DS2640,F3X0060QMPQ110000X,33,,,,0.773962264,2.5205,Flint
25-12-2021,28.57,28.3,24.11,85.3,45,30,10259,5452,30484,35936,17.61,98.49,28.648,92.56,5261,1004,1219,1323,17,116.1,0.92,31139,101,3.18,3.01,0.83,7.02,36,105.3,15068.12438,-0.404849659,-0.030410623,1197.313507,0.360672068,1199.969525,1230.001026,1267.735545,1265.234375,1235.29658,493.1701389,13581.24028,223.5298611,178.8097222,219.2097222,239.7944444,242.825,200.0430556,256.1631944,207.6375,1217.849306,1045.64375,55537,1475.759028,1575.122917,1533.359028,445.0145833,1386.052778,454.6819444,1390.740278,995.0958333,1185.915278,1186.320139,1179.146528,1201.505556,1230.902778,1267.046528,1236.161111,1321.569444,1331.643841,273.7244416,1040.621384,247.2458519,802.8818589,290.4248611,951.7714753,297.7732,1199.350564,286.6895739,1376.672213,229.4314233,1326.325394,306.3411493,1289.669336,318.315725,1334.581969,556.2830335,876.5661134,259.28916,67.80693054,10,250,940,1200,298,0.494431116,16777216,699596.9972,774228,15006.73472,29927.6875,715.4962243,189.255353,708.2200984,187.3731677,95.36988848,3542.789517,4300,746.287901,186.2769098,118.96007,3992.667341,4300,102.1921293,3994.6301,4300,50.20581596,46.57877567,49.71231921,1253.028503,6.348088272,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5209,70.35,1.72,0.154,9.97,3.12,13.51,0.68,0.042,250G TT JAM JAR (SHIRNK) -DS2640,F3X0060QMPQ110000X,33,,,,0.851943463,2.5209,Flint
26-12-2021,28.71,28.4,26.17,92.1,36,30,10175,5238,30179,35417,16.86,97.12,28.566,91.93,5274,996,1219,1320,16.97,113.97,0.917,31152,100,2.27,2.63,0.74,5.64,36,105.3,14958.01187,-0.40508759,-0.068111386,1189.246072,0.360150343,1199.976518,1229.998313,1268.639882,1267.033285,1236.877289,493.5118056,13481.68472,223.9173611,179.2979167,219.7673611,240.4993056,243.1416667,200.2791667,256.4861111,208.0881944,1219.143056,1045.707639,55537,1473.866667,1577.047222,1534.804861,446.0152778,1382.582639,456.3888889,1388.070833,996.3409722,1185.964583,1185.4875,1179.128472,1201.440972,1230.871528,1268.802778,1237.652083,1322.279861,1337.577564,274.2939828,1046.936086,248.0150451,806.3798067,290.8644368,955.2457103,297.634551,1209.044654,287.0471627,1387.343669,230.8398408,1336.516605,307.4368308,1296.345726,319.0446538,1338.759484,554.9879382,878.3106702,260.0325546,67.80693054,10,250,940,1200,298,0.495456555,16777216,730105.0125,774228,15101.9375,30412.8125,716.0493946,189.0654415,709.5766839,187.2930167,95.22487465,3554.64571,4300,749.2890071,186.383777,119.1817614,4020.19716,4300,102.0246429,4017.604649,4300,49.93934859,46.37978305,49.45345806,1255.848389,6.572486664,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.52,70.35,1.72,0.154,9.97,3.12,13.51,0.68,0.042,250G TT JAM JAR (SHIRNK) -DS2640,F3X0060QMPQ110000X,33,,,,0.921478873,2.520033333,Flint
27-12-2021,28.6,28.3,25.65,90.6,38,31,10092,5748,28412,34160,18.45,91.2,28.526,91.57,5261,988,1220,1323,16.89,109.66,0.917,31108,100,2.32,2.67,3.35,8.34,42,105.3,15180.61385,-0.404979845,-0.073074077,1200.314644,0.36010704,1199.973933,1230.004544,1265.773061,1263.674469,1233.920695,492.2451389,13682.69792,224.8513889,179.3291667,219.8854167,238.91875,243.0104167,200.7090278,255.625,207.65625,1215.847222,1042.484028,55537,1479.732639,1579.30625,1539.149306,441.4166667,1388.061111,459.6409722,1393.738194,994.05,1186.24375,1185.770833,1179.125694,1201.440972,1230.902083,1265.411806,1234.743056,1318.873611,1290.277377,272.4971054,1011.670523,246.7679402,779.7296974,288.9472415,921.5249624,296.6290498,1163.638922,285.7450808,1336.521026,228.5443194,1289.559627,305.2814013,1256.782489,317.137345,1296.385111,551.7011457,851.9896941,258.322245,67.80693054,10,250,940,1200,298,0.501390228,16777216,759754.2236,774228,14539.74236,30211.40625,685.7101582,181.9528834,679.9287065,180.2371718,90.78014068,3438.648159,4300,717.5895884,179.4817225,114.8961712,3882.857516,4300,98.98423046,3876.561694,4300,49.44475004,45.29646677,48.86571345,1202.893077,6.520172247,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5206,70.4,1.69,0.155,9.96,3.16,13.46,0.67,0.042,250G TT JAM JAR (SHIRNK PAL) -DS2640,F3X0060QMPQ110002X,33,,,,0.906360424,2.520566667,Flint
28-12-2021,28.7,28.4,25.52,89.9,35,31,10198,6222,30812,37034,19.95,98.78,28.576,91.62,5271,997,1218,1322,16.9,118.73,0.917,31162,100,2.31,2.08,0.72,5.11,41,105.3,14990.08606,-0.405079926,-0.033260166,1191.997517,0.353122564,1199.961514,1229.996236,1266.637472,1264.587199,1235.112356,491.3131944,13512.18819,226.7013889,180.4854167,221.3111111,238.8555556,244.3409722,203.0756944,255.79375,207.9291667,1217.258333,1044.293056,55537,1485.95625,1584.468056,1541.778472,443.4229167,1391.069444,458.1263889,1403.195139,997.0402778,1186.618056,1186.066667,1179.170833,1201.488194,1230.922222,1266.402778,1235.967361,1318.814583,1341.085148,272.7001331,1052.094185,247.7657222,811.1729988,289.6115481,958.602187,297.0457175,1208.7115,285.0407516,1389.544352,229.8256655,1344.698837,305.9375064,1319.645786,319.8693006,1353.129423,556.0472112,890.8544732,259.2194727,67.80693054,10,250,940,1200,298,0.508077162,16777216,788948.3681,774228,15114.4125,28598.51667,722.5581442,189.6142458,718.0219083,187.8336224,94.21682097,3585.070254,4300,757.3203796,187.1988814,120.2461421,4053.882144,4300,103.2903163,4030.578459,4300,49.79611177,46.3125753,49.18263778,1269.097741,6.886121963,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,2.5204,70.4,1.69,0.155,9.96,3.16,13.46,0.67,0.042,250G TT JAM JAR (SHIRNK PAL) -DS2640,F3X0060QMPQ110002X,33,,,,0.898591549,2.520366667,Flint
