Date,P3_sap_draw,P3_actual_draw,P3_pack,P3_eff,P3_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Total Defect%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,LINE P3 ZONE 02 TEMPERATURE,LINE P3 ZONE 03 TEMPERATURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P3 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P3 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P3 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P3 ZONE 2 TEMPERATURE,FOREHEART LINE P3 ZONE 3 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,Density (g/cm3)_x,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,Name,FGCode,Draw,Defect Type,Defect Count,Sample Size,Pack to Melt Ratio,Density (g/cm3)_y,Color
17-02-2022,28.69,28.4,23.59,83.1,46,30,10369,7975,31726,39701,25.83,102.75,28.482,92.24,5757,1011,1226,1316,18.6,128.58,0.92,30959,100,4.02,1.86,11.06,16.94,159,105.3,14201.00089,-0.423901201,-0.028046784,1173.999119,0.360105921,1194.076214,1201.131094,1269.453448,1269.395798,1235.085359,490.39375,12800.98194,211.9583044,179.7630299,222.0166782,240.5100764,245.4621265,205.7824878,258.364395,209.9039666,1227.380919,1050.322895,55537,1457.179666,1572.912134,1513.636681,422.2552301,1384.287308,471.6420098,1384.541201,994.2250175,1181.903994,1185.008409,1181.220196,1195.704561,1201.756491,1271.318498,1236.009736,1320.144366,1336.961998,295.6005636,1045.904324,262.0033113,796.3027384,294.873637,928.5296892,301.8919295,1226.793334,296.5985297,1396.456864,250.7635501,1372.587387,318.768441,1282.726082,248.400982,1347.565802,589.660792,875.1578251,273.2485882,67.80693054,10,250,940,1200,298,0.499636499,16777216,506519.4519,934674,15616.86015,31358.84961,751.0462394,198.736677,749.7536496,196.9761878,90.39223158,3559.598742,4300,790.2850803,196.3406348,130.3317466,4051.649928,4300,114.6107095,3997.47567,4300,52.59490548,48.78586157,51.75861,1322.905583,8.0561266,309,1011,30959,100,1203.979167,1163.573465,32.53325,13384.78622,13875.30466,0.470138889,0.495138889,13384.78622,13875.30466,70.41582639,13384.78622,0.470138889,0.495138889,11.92473452,2.5201,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035,200G ROUND SAUCE -DS50,F3W0249QMQQ110000X,29,SUNKEN TOP,45,9183,0.830633803,2.5201,Flint
17-02-2022,28.69,28.4,23.59,83.1,46,30,10369,7975,31726,39701,25.83,102.75,28.482,92.24,5757,1011,1226,1316,18.6,128.58,0.92,30959,100,4.02,1.86,11.06,16.94,159,105.3,14201.00089,-0.423901201,-0.028046784,1173.999119,0.360105921,1194.076214,1201.131094,1269.453448,1269.395798,1235.085359,490.39375,12800.98194,211.9583044,179.7630299,222.0166782,240.5100764,245.4621265,205.7824878,258.364395,209.9039666,1227.380919,1050.322895,55537,1457.179666,1572.912134,1513.636681,422.2552301,1384.287308,471.6420098,1384.541201,994.2250175,1181.903994,1185.008409,1181.220196,1195.704561,1201.756491,1271.318498,1236.009736,1320.144366,1336.961998,295.6005636,1045.904324,262.0033113,796.3027384,294.873637,928.5296892,301.8919295,1226.793334,296.5985297,1396.456864,250.7635501,1372.587387,318.768441,1282.726082,248.400982,1347.565802,589.660792,875.1578251,273.2485882,67.80693054,10,250,940,1200,298,0.499636499,16777216,506519.4519,934674,15616.86015,31358.84961,751.0462394,198.736677,749.7536496,196.9761878,90.39223158,3559.598742,4300,790.2850803,196.3406348,130.3317466,4051.649928,4300,114.6107095,3997.47567,4300,52.59490548,48.78586157,51.75861,1322.905583,8.0561266,309,1011,30959,100,1203.979167,1163.573465,32.53325,13384.78622,13875.30466,0.470138889,0.495138889,13384.78622,13875.30466,70.41582639,13384.78622,0.470138889,0.495138889,11.92473452,2.5201,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035,200G ROUND SAUCE -DS50,F3W0249QMQQ110000X,29,Neck Ring Seam,45,9183,0.830633803,2.5201,Flint
20-02-2022,25.57,25.3,19.6,77.6,41,32,10203,6194,29829,36023,20.06,96.59,28.383,91.91,5480,998,1229,1320,17.7,116.65,0.912,31122,101,4.39,3.69,1.67,9.75,24,105.3,14331.71567,-0.418825229,-0.022283526,1187.587536,0.361271755,1196.980136,1209.976188,1271.18977,1270.442657,1233.543028,492.7209464,12918.53472,211.1777003,179.5195258,222.0864714,241.2252441,245.6764296,204.4191074,259.2810321,210.8312413,1230.47732,1050.073919,55266.7095,1463.261872,1575.310273,1520.101399,421.7979021,1388.208392,466.872028,1393.710987,997.0553609,1181.934874,1183.389356,1181.353189,1198.675543,1210.929923,1272.391516,1234.567549,1322.075193,1291.573472,296.597764,1010.440832,264.5813629,767.3598774,294.0395995,897.864583,302.5252898,1190.889372,297.7454271,1350.794362,251.9772896,1325.811022,323.7937855,1226.822454,248.8512444,1296.034053,588.707333,839.1254144,274.2646502,67.80693054,10,250,940,1200,298,0.502584136,16777216,599291.3302,934674,14143.1663,31417.3027,705.3609121,191.1643862,702.6331296,189.324564,86.05743095,3426.587845,4300,742.3857213,188.7615651,125.5755416,3904.212485,4300,110.9942377,3865.364524,4300,52.33946026,48.31270965,51.54423734,1241.675269,6.193483432,309,998,31122,101,1230.585417,1193.690069,32.49636806,13919.17073,14354.96044,0.48125,0.484027778,13919.17073,14354.96044,72.11772917,13919.17073,0.48125,0.484027778,12.02570149,2.52,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035,200G JAM JAR TT,F3W0098QMPQ110000X,21,,,,0.774703557,2.520033333,Flint
21-02-2022,26.74,26.4,22.84,86.4,55,30,10310,7374,32044,39418,23.78,103.34,28.465,91.8,5476,1006,1228,1320,17.7,127.13,0.916,31075,100,3.61,3.56,4.59,11.76,52,105.3,14263.67326,-0.419129762,-0.017780881,1181.153526,0.362684565,1196.986273,1209.96958,1269.253673,1265.469887,1232.202251,493.8905923,12859.06806,212.6182833,180.1423587,223.4322626,241.3282123,246.2746331,206.4141556,259.1697055,210.9529164,1228.510563,1050.334507,55537,1453.652572,1572.270804,1511.115656,429.5716302,1379.451658,460.9407198,1389.561131,996.1879859,1182.024268,1183.025696,1181.287348,1198.727663,1210.916369,1267.393431,1233.207428,1320.282951,1339.329334,299.3216256,1049.342941,264.9799499,795.4715648,303.0158216,926.6997248,304.2006163,1229.621512,298.6850389,1397.737283,253.3123284,1375.940443,318.9413102,1275.027473,249.499405,1346.337196,592.8696113,871.4455234,275.7342568,67.80693054,10,250,940,1200,298,0.492357709,16777216,630968.1472,934674,15800.98906,30006.32312,757.6222487,200.4526073,755.7187754,198.7091356,89.94249387,3557.129528,4300,797.3594177,198.0985957,131.804385,4048.658598,4300,116.7830689,4001.068379,4300,53.04170238,49.21845417,52.25139547,1334.198413,7.009962831,310,1006,31075,100,1216.009028,1178.646938,33.39075,13799.39324,14236.97249,0.483333333,0.480555556,13799.39324,14236.97249,71.92920139,13799.39324,0.483333333,0.480555556,12.07908156,2.5204,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,200G JAM JAR TT,F3W0098QMPQ110000X,21,,,,0.865151515,2.5204,Flint
22-02-2022,35.8,35.5,26.9,75.8,61,30,10131,7092,31070,38162,22.7,99.45,28.286,90.54,5321,989,1228,1319,17,122.15,0.906,31221,100,4.46,4.02,0.31,8.79,135,105.3,14205.85908,-0.406718221,-0.014936189,1183.344803,0.360684189,1200.052499,1209.973897,1270.149939,1259.455399,1231.765229,494.2449548,12804.02986,212.198468,179.7708914,222.5612813,240.7831241,245.4267782,205.5585774,259.4117237,211.1774983,1228.386125,1050.074178,49358.02665,1453.303647,1570.034434,1509.255095,427.7385805,1376.116655,465.4258609,1387.757554,997.557354,1186.387464,1186.225232,1181.637206,1202.002138,1211.38873,1261.83078,1233.493026,1319.987106,1317.043614,299.284162,1032.172028,267.4923262,779.5453571,306.9432269,905.805723,303.2427868,1202.8233,297.6776147,1368.939104,253.0162137,1349.109428,318.0115656,1252.267175,250.0928388,1325.128942,592.8734715,857.0946672,275.7936512,67.80693054,10,250,940,1200,298,0.515678753,16777216,662546.8377,934674,15610.60072,31797.53324,735.9118046,198.3588232,734.7498788,196.7184487,88.83740771,3499.222819,4300,773.6387859,196.0724636,130.7663059,3970.430224,4300,115.4366881,3920.391036,4300,53.47006083,49.69790488,52.6723934,1295.915513,6.54490701,312,989,31221,100,1218.075694,1182.223375,33.55498611,13793.89807,14217.09925,0.477083333,0.488194444,13793.89807,14217.09925,71.86348611,13793.89807,0.477083333,0.488194444,12.02573012,2.5208,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,32,PARALLEL FINISH,510,24056,0.757746479,2.5208,Flint
22-02-2022,35.8,35.5,26.9,75.8,61,30,10131,7092,31070,38162,22.7,99.45,28.286,90.54,5321,989,1228,1319,17,122.15,0.906,31221,100,4.46,4.02,0.31,8.79,135,105.3,14205.85908,-0.406718221,-0.014936189,1183.344803,0.360684189,1200.052499,1209.973897,1270.149939,1259.455399,1231.765229,494.2449548,12804.02986,212.198468,179.7708914,222.5612813,240.7831241,245.4267782,205.5585774,259.4117237,211.1774983,1228.386125,1050.074178,49358.02665,1453.303647,1570.034434,1509.255095,427.7385805,1376.116655,465.4258609,1387.757554,997.557354,1186.387464,1186.225232,1181.637206,1202.002138,1211.38873,1261.83078,1233.493026,1319.987106,1317.043614,299.284162,1032.172028,267.4923262,779.5453571,306.9432269,905.805723,303.2427868,1202.8233,297.6776147,1368.939104,253.0162137,1349.109428,318.0115656,1252.267175,250.0928388,1325.128942,592.8734715,857.0946672,275.7936512,67.80693054,10,250,940,1200,298,0.515678753,16777216,662546.8377,934674,15610.60072,31797.53324,735.9118046,198.3588232,734.7498788,196.7184487,88.83740771,3499.222819,4300,773.6387859,196.0724636,130.7663059,3970.430224,4300,115.4366881,3920.391036,4300,53.47006083,49.69790488,52.6723934,1295.915513,6.54490701,312,989,31221,100,1218.075694,1182.223375,33.55498611,13793.89807,14217.09925,0.477083333,0.488194444,13793.89807,14217.09925,71.86348611,13793.89807,0.477083333,0.488194444,12.02573012,2.5208,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,32,STONE,435,24033,0.757746479,2.5208,Flint
22-02-2022,35.8,35.5,26.9,75.8,61,30,10131,7092,31070,38162,22.7,99.45,28.286,90.54,5321,989,1228,1319,17,122.15,0.906,31221,100,4.46,4.02,0.31,8.79,135,105.3,14205.85908,-0.406718221,-0.014936189,1183.344803,0.360684189,1200.052499,1209.973897,1270.149939,1259.455399,1231.765229,494.2449548,12804.02986,212.198468,179.7708914,222.5612813,240.7831241,245.4267782,205.5585774,259.4117237,211.1774983,1228.386125,1050.074178,49358.02665,1453.303647,1570.034434,1509.255095,427.7385805,1376.116655,465.4258609,1387.757554,997.557354,1186.387464,1186.225232,1181.637206,1202.002138,1211.38873,1261.83078,1233.493026,1319.987106,1317.043614,299.284162,1032.172028,267.4923262,779.5453571,306.9432269,905.805723,303.2427868,1202.8233,297.6776147,1368.939104,253.0162137,1349.109428,318.0115656,1252.267175,250.0928388,1325.128942,592.8734715,857.0946672,275.7936512,67.80693054,10,250,940,1200,298,0.515678753,16777216,662546.8377,934674,15610.60072,31797.53324,735.9118046,198.3588232,734.7498788,196.7184487,88.83740771,3499.222819,4300,773.6387859,196.0724636,130.7663059,3970.430224,4300,115.4366881,3920.391036,4300,53.47006083,49.69790488,52.6723934,1295.915513,6.54490701,312,989,31221,100,1218.075694,1182.223375,33.55498611,13793.89807,14217.09925,0.477083333,0.488194444,13793.89807,14217.09925,71.86348611,13793.89807,0.477083333,0.488194444,12.02573012,2.5208,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,32,Bubble (>2.5 mm),375,24038,0.757746479,2.5208,Flint
22-02-2022,35.8,35.5,26.9,75.8,61,30,10131,7092,31070,38162,22.7,99.45,28.286,90.54,5321,989,1228,1319,17,122.15,0.906,31221,100,4.46,4.02,0.31,8.79,135,105.3,14205.85908,-0.406718221,-0.014936189,1183.344803,0.360684189,1200.052499,1209.973897,1270.149939,1259.455399,1231.765229,494.2449548,12804.02986,212.198468,179.7708914,222.5612813,240.7831241,245.4267782,205.5585774,259.4117237,211.1774983,1228.386125,1050.074178,49358.02665,1453.303647,1570.034434,1509.255095,427.7385805,1376.116655,465.4258609,1387.757554,997.557354,1186.387464,1186.225232,1181.637206,1202.002138,1211.38873,1261.83078,1233.493026,1319.987106,1317.043614,299.284162,1032.172028,267.4923262,779.5453571,306.9432269,905.805723,303.2427868,1202.8233,297.6776147,1368.939104,253.0162137,1349.109428,318.0115656,1252.267175,250.0928388,1325.128942,592.8734715,857.0946672,275.7936512,67.80693054,10,250,940,1200,298,0.515678753,16777216,662546.8377,934674,15610.60072,31797.53324,735.9118046,198.3588232,734.7498788,196.7184487,88.83740771,3499.222819,4300,773.6387859,196.0724636,130.7663059,3970.430224,4300,115.4366881,3920.391036,4300,53.47006083,49.69790488,52.6723934,1295.915513,6.54490701,312,989,31221,100,1218.075694,1182.223375,33.55498611,13793.89807,14217.09925,0.477083333,0.488194444,13793.89807,14217.09925,71.86348611,13793.89807,0.477083333,0.488194444,12.02573012,2.5208,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,32,NECK RING BUBBLES,345,23958,0.757746479,2.5208,Flint
22-02-2022,35.8,35.5,26.9,75.8,61,30,10131,7092,31070,38162,22.7,99.45,28.286,90.54,5321,989,1228,1319,17,122.15,0.906,31221,100,4.46,4.02,0.31,8.79,135,105.3,14205.85908,-0.406718221,-0.014936189,1183.344803,0.360684189,1200.052499,1209.973897,1270.149939,1259.455399,1231.765229,494.2449548,12804.02986,212.198468,179.7708914,222.5612813,240.7831241,245.4267782,205.5585774,259.4117237,211.1774983,1228.386125,1050.074178,49358.02665,1453.303647,1570.034434,1509.255095,427.7385805,1376.116655,465.4258609,1387.757554,997.557354,1186.387464,1186.225232,1181.637206,1202.002138,1211.38873,1261.83078,1233.493026,1319.987106,1317.043614,299.284162,1032.172028,267.4923262,779.5453571,306.9432269,905.805723,303.2427868,1202.8233,297.6776147,1368.939104,253.0162137,1349.109428,318.0115656,1252.267175,250.0928388,1325.128942,592.8734715,857.0946672,275.7936512,67.80693054,10,250,940,1200,298,0.515678753,16777216,662546.8377,934674,15610.60072,31797.53324,735.9118046,198.3588232,734.7498788,196.7184487,88.83740771,3499.222819,4300,773.6387859,196.0724636,130.7663059,3970.430224,4300,115.4366881,3920.391036,4300,53.47006083,49.69790488,52.6723934,1295.915513,6.54490701,312,989,31221,100,1218.075694,1182.223375,33.55498611,13793.89807,14217.09925,0.477083333,0.488194444,13793.89807,14217.09925,71.86348611,13793.89807,0.477083333,0.488194444,12.02573012,2.5208,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,250ML KIST JAM JAR -DS80,F3X0086QMQQ110000X,32,LOADING MARK,330,23913,0.757746479,2.5208,Flint
23-02-2022,37.66,37.4,31.8,85.1,63,30,10157,7195,31116,38311,23.09,99.87,28.262,90.71,5473,991,1232,1320,17.6,122.96,0.911,31023,100,4.62,4.91,8.97,18.5,1120,105.3,14136.49492,-0.408751566,-0.006621398,1185.151724,0.363148179,1201.190264,1209.984222,1275.729746,1263.058316,1239.303083,493.5760112,12741.14444,212.1726066,179.6432584,222.7741708,240.6926346,244.5269504,205.7544484,259.4340974,210.9705036,1228.685466,1049.243867,33032.97681,1458.105149,1557.748186,1510.530864,434.431686,1368.744541,458.5917031,1388.449307,998.3321168,1187.796283,1187.16468,1181.744776,1203.141467,1211.331334,1265.491228,1240.765162,1320.452003,1314.418454,300.0558185,1032.935376,270.1791844,774.4565946,275.5265162,903.3081513,303.3055183,1199.254808,297.4466387,1364.789364,253.2408254,1346.984885,315.5632672,1250.084503,250.4409725,1323.884165,593.7832881,854.7843417,276.254904,67.80693054,10,250,940,1200,298,0.502020228,16777216,692967.8458,934674,15153.53227,31187.19044,736.8366444,197.9277892,736.2252422,196.3455066,89.02733513,3491.460086,4300,774.5031522,195.647096,130.2521025,3960.141897,4300,114.9076661,3907.001569,4300,53.42475338,49.53607592,52.62701448,1297.926274,7.413884521,312,991,31023,100,1221.361111,1186.042646,33.00670833,13743.11038,14163.84684,0.479166667,0.4875,13743.11038,14163.84684,71.4511875,13743.11038,0.479166667,0.4875,11.94210587,2.5209,69.8,1.83,0.113,10.08,3.1,13.56,1.02,0.036,250G TT JAM JAR (SHIRNK) -DS2640,F3X0060QMPQ110000X,33,,,,0.85026738,2.5209,Flint
24-02-2022,33.41,29.7,24.44,82.4,58,30,10274,7408,30940,38348,24,100.26,28.318,91.76,5734,1003,1226,1319,18.6,124.26,0.911,31085,101,5.6,4.17,4.09,13.86,139,105.3,13928.30653,-0.406817177,-0.017902694,1182.559648,0.363709333,1201.612143,1209.967343,1275.310392,1262.501025,1236.958157,491.5824022,12553.68472,210.9508772,179.6739591,222.4935989,240.685,244.4974946,205.4471603,259.5112075,211.2346126,1227.272,1048.052288,32769,1456.187454,1562.883857,1509.147661,423.8284457,1380.980924,468.3122704,1391.477524,998.9365782,1186.450301,1186.137358,1181.673208,1203.538927,1211.282362,1264.863062,1238.340199,1318.457121,1298.296086,299.4971474,1020.054994,267.8470226,762.5327089,264.0318284,896.5890858,289.3456096,1197.010032,292.314798,1356.483217,252.9888336,1340.00731,314.1636417,1238.618229,250.3324531,1312.548486,593.6002191,847.950914,275.8517557,67.80693054,10,250,940,1200,298,0.496941848,16777216,725443.549,934674,15780.45215,31111.55076,731.2449233,197.9391292,730.8937692,196.2913997,89.35617704,3459.579453,4300,769.6566903,195.5835787,130.1636743,3938.003805,4300,114.581378,3880.174815,4300,53.85463421,49.82916397,52.98541775,1288.618582,7.259680338,312,991,31023,100,1220.048611,1182.976917,30.32690972,13542.75823,13977.19202,0.468055556,0.495833333,13542.75823,13977.19202,70.71778472,13542.75823,0.468055556,0.495833333,11.81527029,2.5213,69.76,1.77,0.104,10.05,3.09,13.73,1,0.035,250G TT JAM JAR (SHIRNK) -DS2640,F3X0060QMPQ110000X,33,,,,0.822895623,2.5213,Flint
25-02-2022,32.68,32.4,28.55,88.2,57,30,10201,6500,31157,37657,20.87,100.04,28.465,91.4,5767,996,1227,1317,18.5,120.91,0.914,31143,100,4.1,2.97,5.31,12.38,108,105.3,14214.70068,-0.406323217,-0.019322039,1192.508994,0.360991699,1201.985396,1209.976651,1270.029078,1261.719092,1235.578509,495.3944444,12813.60903,209.8458333,178.8138889,220.9714882,240.9881616,242.9839833,203.8767409,259.08223,210.6606272,1226.544251,1047.508711,32769,1455.421603,1566.227336,1511.212291,411.2248603,1385.483578,486.4129979,1384.920979,996.7230769,1186.523876,1186.169944,1181.702038,1203.944483,1211.287623,1264.080668,1236.960334,1318.318534,1317.447896,300.0211104,1034.293762,268.5727399,771.4091975,264.9960539,910.6055061,285.5165705,1217.371109,290.8935412,1377.416699,253.3219785,1357.484215,314.1711762,1244.037759,248.6081679,1324.937219,594.90421,851.6405204,275.5212077,67.80693054,10,250,940,1200,298,0.498495744,16777216,755957.7867,934674,15675.79872,30958.9596,741.7785277,199.7270459,740.1172192,198.0699473,89.70428208,3494.090567,4300,780.3636275,197.238582,131.4242783,3978.969924,4300,116.1534396,3933.686154,4300,53.77983184,49.85502981,53.01017761,1306.278258,7.141483585,312,991,31023,100,1227.81875,1190.376972,32.74786111,13691.64152,14128.98236,0.461805556,0.502083333,13691.64152,14128.98236,71.12290278,13691.64152,0.461805556,0.502083333,11.86933441,2.521,69.76,1.77,0.104,10.05,3.09,13.73,1,0.035,250G TT JAM JAR (SHIRNK) -DS2640,F3X0060QMPQ110000X,33,,,,0.88117284,2.521,Flint
26-02-2022,32.45,32.2,26.78,83.3,58,30,10206,6788,31575,38363,21.79,101.34,28.414,91.19,5861,996,1224,1314,18.8,123.12,0.914,31088,100,4.81,4.04,7.58,16.43,236,105.3,14289.28491,-0.405096398,-0.019501035,1192.775178,0.362953808,1201.985766,1209.993322,1266.868129,1258.89973,1231.738964,495.9895251,12880.20972,209.3515406,178.4528833,220.635402,240.3463173,242.5931721,203.7944325,258.5634409,210.199424,1225.868936,1046.415763,32769,1456.751639,1566.391399,1513.364234,406.2271731,1386.628383,486.6828194,1380.281618,995.0544919,1185.824067,1185.671494,1181.668192,1203.935484,1211.267129,1261.390967,1233.110403,1316.073701,1304.408317,298.3769356,1023.805934,264.3828962,764.9457611,265.1191971,900.5765168,284.9627436,1205.832855,290.2063745,1365.894309,252.4778837,1346.976781,312.920373,1237.358846,248.3716296,1315.676612,593.9545941,847.67293,274.5719774,67.80693054,10,250,940,1200,298,0.499401393,16777216,786302.9154,934674,15318.05196,31130.63389,737.6941829,199.3861026,737.2556538,197.7820558,90.07122222,3467.013428,4300,776.9521396,197.0879482,130.7784564,3948.991606,4300,115.7163129,3893.785144,4300,54.11295387,50.07774663,53.25463758,1300.246307,7.162470754,312,991,31023,100,1230.734028,1194.405,32.85539583,13864.71105,14290.49077,0.454861111,0.509722222,13864.71105,14290.49077,71.50647917,13864.71105,0.454861111,0.509722222,11.96452692,2.5214,69.76,1.77,0.104,10.05,3.09,13.73,1,0.035,250G TT JAM JAR (SHIRNK PAL) -DS2640,F3X0060QMPQ110002X,33,,,,0.831677019,2.5214,Flint
