Date,P1_sap_draw,P1_actual_draw,P1_pack,P1_eff,P1_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,LINE P1 ZONE 1 TEMPERATURE,LINE P1 ZONE 2 TEMPERATURE,LINE P1 ZONE 3 TEMPERATURE,LINE P1 ZONE 4 TEMPERATURE,LINE P1 ZONE 5 LEFT BOTTOM TEMPERATURE,LINE P1 ZONE 5 LEFT MIDDLE TEMPERATURE,LINE P1 ZONE 5 LEFT TOP TEMPERATURE,LINE P1 ZONE 5 MIDDLE BOTTOM TEMPERATURE,LINE P1 ZONE 5 MIDDLE MIDDLE TEMPERATURE,LINE P1 ZONE 5 MIDDLE TOP TEMPERATURE,LINE P1 ZONE 5 RIGHT BOTTOM TEMPERATURE,LINE P1 ZONE 5 RIGHT MIDDLE TEMPERATURE,LINE P1 ZONE 5 RIGHT TOP TEMPERATURE,LINE P1 ZONE ENTRY TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,PYROMETER WE ZONE 1 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P1_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,Name,FGCode,Draw,Pack to Melt Ratio,Defect Type,Defect Count,Sample Size
03-01-2022,65.48,65.5,58.82,89.8,10,31,10518,8393,31155,39548,27.17,100.85,28.992,93.85,5289,1026,1222,1321,17.12,128.02,0.914,31720,103,3.5,4.85,8.3,74,105.3,15182.84084,-0.405052112,-0.030514237,1209.588764,0.363750811,1257.977702,1264.999034,1236.75827,1249.992397,1223.000593,1187.940341,1147.017951,1459.533675,1461.094494,1458.736733,1176.718063,1123.415801,1142.177641,1461.081125,1454.288953,1460.107487,1459.73455,503.4354167,13685.59306,229.1527778,182.1972222,223.3722222,239.8631944,246.78125,205.8423611,257.3625,208.7854167,1219.323611,1044.251389,55215.72153,1475.353472,1578.477083,1529.069444,449.46875,1389.924306,468.0340278,1404.359028,1003.229167,1259.793056,1266.875694,1237.594444,1319.3875,1344.020867,279.9288736,1055.136399,254.0767238,811.5053526,293.8491029,958.379148,300.401474,1215.012938,288.4700544,1394.059044,234.8579732,1357.31337,311.129673,1343.156026,324.2230941,1359.110569,568.0897991,902.3256621,264.0868512,67.80693054,10,250,940,1200,298,0.505907918,16777216,73643.46736,898491,15537.51111,30960.98125,733.8930773,191.3897085,732.1868867,189.5884453,94.22227025,3605.457503,4300,771.0298047,188.9819154,122.6036366,4094.535681,4300,104.0107542,4040.035442,4300,50.03947128,46.37110558,49.20968549,1291.743744,6.896580815,309,1026,31720,103,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,5.78,2.5256,70.57,1.68,0.163,9.94,3.14,13.38,0.63,0.048,750ML CARTA NEGRA INDIA (FLINT)-DS28,F3Z0128QVTQ110001X,57,0.898015267,,,
04-01-2022,47.83,47.8,33.85,70.8,10,31,10323,6338,30076,36414,20.97,99.5,28.022,92.71,5346,1009,1227,1323,17.69,120.47,0.914,30659,101,3.1,4.04,6.12,79,105.3,14529.05948,-0.405030582,-0.028832861,1174.828448,0.356231735,1258.471883,1267.654521,1239.069265,1249.829475,1234.272665,1210.267994,1170.121571,1459.533594,1461.095022,1458.758741,1158.792861,1144.006475,1152.69457,1461.068776,1453.540738,1460.126736,1459.7467,500.3236111,13097.68889,226.7506944,180.7965278,221.7930556,240.7430556,245.8090278,202.7666667,258.0548611,209.6194444,1224.259028,1045.170139,19144.62431,1479.265278,1582.390278,1534.349306,439.0729167,1388.109028,475.2895833,1397.161111,1007.7875,1260.295833,1269.536806,1239.989583,1321.604167,1316.165935,281.9989411,1030.3297,256.2550615,793.4803382,295.1415421,939.8031605,301.9991725,1196.134338,291.5767247,1371.05758,236.8118241,1325.70208,312.8862818,1293.326019,326.1320905,1324.643534,568.2200047,872.5039375,265.9266501,67.80693054,10,250,940,1200,298,0.507165776,16777216,104342.1785,898491,15094.39722,31141.825,720.0468863,192.5634161,716.2779135,190.7614293,95.0214601,3513.308986,4300,757.3305363,190.3804012,122.6924191,3990.077639,4300,105.3180939,3959.745924,4300,51.53968932,47.89950842,50.85256071,1266.628185,6.983486852,302,1009,30659,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,5.78,2.5227,70,1.72,0.137,10.17,3.08,13.9,0.49,0.039,375ml IDL BLACK LABEL,F3Y0159QRQQ110000X,48,0.708158996,,,
05-01-2022,45,45,39.97,88.8,16,31,10293,6835,31342,38177,22.41,102.75,28.018,91.85,5368,1004,1222,1321,17.6,125.16,0.918,30521,100,3.66,3.7,3.96,226,105.3,14196.67276,-0.405062074,-0.030430008,1169.943066,0.35087011,1257.445679,1265.95164,1238.873291,1249.988651,1234.946099,1214.969909,1180.483062,1459.533484,1461.090826,1458.772407,1160.344148,1154.789818,1162.0033,1461.079695,1452.118437,1460.130757,1459.754719,498.7722222,12797.45556,227.7611111,180.8569444,222.3916667,240.3326389,246.94375,203.6770833,257.8159722,209.3951389,1222.517361,1043.675,2454.725,1475.615972,1580.915278,1531.923611,425.9805556,1391.204167,486.2180556,1384.947917,1008.188194,1259.375,1267.818056,1239.796528,1318.374306,1313.903358,281.5834771,1028.724599,256.367189,791.4906466,294.5874318,935.3841142,300.4116013,1189.624727,290.5951004,1366.938741,236.5702144,1323.514662,312.7920016,1298.793965,326.3163073,1328.831505,569.3793376,879.4355244,265.3638608,67.80693054,10,250,940,1200,298,0.51025281,16777216,134790.65,898491,15352.225,30190.64375,732.4376569,196.0324076,730.74303,194.4216339,96.84567908,3522.172797,4300,770.4165022,194.05136,124.7981769,3989.251789,4300,107.5167823,3945.2281,4300,52.50793613,48.91971603,51.77504914,1289.678245,7.09274732,305,1004,30521,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,5.78,2.519,70,1.72,0.137,10.17,3.08,13.9,0.49,0.039,375ml IDL BLACK LABEL,F3Y0159QRQQ110000X,48,0.888222222,,,
09-01-2022,49.38,49.4,41.03,83.1,19,31,10206,7312,31521,38833,23.67,102.04,28.08,90.9,5314,996,1222,1320,17.2,125.71,0.912,30789,100,3.12,2.73,3.24,34,105.3,14369.65559,-0.417595192,-0.034221119,1184.077125,0.367524966,1257.175649,1268.060659,1237.390442,1255.010069,1235.00756,1219.998543,1187.997292,1459.533476,1461.094391,1458.749732,1168.689113,1163.261277,1170.038184,1461.079854,786.6531188,1460.17641,1459.796229,495.6296039,12953.85685,229.0521195,180.8818624,222.342599,240.913829,248.7060459,204.1000695,257.9548297,209.257123,1223.504517,1044.186935,32769,1478.824183,1570.559416,1531.136206,443.742877,1383.150799,462.9555247,1383.160528,1016.373176,1259.217512,1270.128562,1238.441279,1320.992356,1321.37118,283.4756946,1031.690361,259.2664174,798.583365,295.7375378,948.0718961,301.745032,1209.877212,292.3094727,1387.050632,239.1417642,1343.095292,312.4679003,1309.879146,335.0959971,1339.882858,570.7211346,886.0951026,267.7445278,67.80693054,10,250,940,1200,298,0.511172838,16777216,259202.5504,898491,15499.21404,30217.62196,743.8156918,197.397064,742.4966988,195.6990773,98.29786322,3547.34632,4300,783.3709864,195.1328079,124.8773743,4040.023859,4300,107.9837461,3988.222433,4300,52.39144614,48.61244251,51.58698214,1310.541217,7.250013263,309,996,30789,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,5.78,2.5145,71.1,1.74,0.135,9.62,3.09,13.39,0.42,0.038,330ML CIDER FLINT(CARLSBERG PLAIN) -DS 40,F3X0145QLQQ110000X,48,0.830566802,,,
11-01-2022,43.06,43.1,35.88,83.3,23,31,10331,5860,31141,37001,18.89,100.38,28.828,92.92,5383,1010,1217,1224,17.35,119.27,0.913,31575,102,2.88,2.35,3.69,67,105.3,14813.31364,-0.405094135,-0.030467778,1203.183198,0.368028226,1256.264038,1270.075836,1235.001882,1255.016983,1234.914637,1218.438611,1182.069135,1459.533574,1461.095049,1458.776179,1162.321245,1158.335559,1164.253642,1461.081848,786.6563035,1460.182776,1459.749955,493.7902778,13354.73542,227.7215278,180.7048611,222.30625,241.4298611,248.4604167,202.6625,258.4736111,209.7645833,1221.984028,1047.061111,36026.08889,1489.736111,1580.914583,1542.124306,450.925,1397.422222,453.2805556,1394.996528,1019.290972,1258.31875,1272.009028,1236.002083,1322.921528,1321.606948,285.2184601,1030.350195,260.6086057,796.1488077,297.0833333,942.92374,301.8853596,1203.338798,293.5486592,1378.594794,239.3945304,1331.499565,313.3224808,1286.886731,339.4053769,1330.374307,572.0394441,871.8480748,268.6202731,67.80693054,10,250,940,1200,298,0.504166763,16777216,321259.3889,898491,15402.88264,30775.6125,732.9887204,195.5021702,728.9524674,193.7967304,97.03462577,3523.816066,4300,769.9804585,193.1754919,123.2592103,3996.976662,4300,107.7619601,3972.749887,4300,52.1591609,48.47933303,51.53911546,1288.736544,7.112258471,310,1010,31575,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,5.78,2.5144,70.87,1.77,0.142,9.88,2.97,13.48,0.39,0.037,340ML SUNQUICK (PAL) -DS40,F3X0068QRNQ110002X,42,0.832482599,,,
12-01-2022,43.09,43.1,39.2,91,10,31,10329,5176,30073,35249,16.75,97.3,28.9,93.51,5575,1011,1217,1326,18,114.05,0.913,31654,102,2.83,2.65,5.65,52,105.3,14929.8341,-0.405106746,-0.030110984,1210.32984,0.367108863,1255.971273,1271.919607,1236.848602,1255.088829,1234.990916,1219.977824,1182.994118,1459.533691,1461.091591,1458.739354,1163.116271,1158.952076,1164.981491,1461.066104,786.6954562,1460.152418,1459.747442,497.8145833,13460.10694,227.0958333,180.5916667,222.0298611,240.925,247.8847222,201.5659722,258.6840278,210.4118056,1215.520833,1047.775,32769,1491.08125,1579.519444,1543.568056,471.1729167,1390.278472,440.725,1399.158333,1032.086806,1258.004167,1273.961806,1237.874306,1324.392361,1315.830359,286.2581977,1025.69123,261.3006388,791.5758455,297.1667647,938.0144013,302.1043031,1196.185779,294.0060761,1370.541169,240.1473276,1320.834138,313.9899185,1269.445252,341.1636698,1320.644853,572.7066426,859.6430583,269.3491991,67.80693054,10,250,940,1200,298,0.480735413,16777216,352334.8382,898491,15385.56944,31092.7625,719.4346235,193.1415409,713.9591747,191.4228395,95.75530466,3496.117873,4300,755.2916183,190.8552756,121.5193386,3960.822173,4300,106.7831789,3951.460825,4300,51.86775628,48.24365435,51.34462989,1263.766385,7.22244326,309,1011,31654,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,5.78,2.5147,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036,340ML SUNQUICK (PAL) -DS40,F3X0068QRNQ110002X,42,0.909512761,,,
07-02-2022,44.11,44.1,34.06,77.2,21,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,2.95,2.83,7.28,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1262.035014,1257.330678,1230.214488,1250.36153,1227.24828,1197.984155,1163.434293,1459.534919,1461.086529,1458.734075,1142.943047,1139.409877,1145.113371,1461.087418,786.6975161,1460.232982,1459.76765,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1263.799306,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,4.36,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.772335601,Bubble (>2.5 mm),600,45454
07-02-2022,44.11,44.1,34.06,77.2,21,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,2.95,2.83,7.28,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1262.035014,1257.330678,1230.214488,1250.36153,1227.24828,1197.984155,1163.434293,1459.534919,1461.086529,1458.734075,1142.943047,1139.409877,1145.113371,1461.087418,786.6975161,1460.232982,1459.76765,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1263.799306,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,4.36,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.772335601,CRACK UNDER FINISH,510,45535
07-02-2022,44.11,44.1,34.06,77.2,21,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,2.95,2.83,7.28,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1262.035014,1257.330678,1230.214488,1250.36153,1227.24828,1197.984155,1163.434293,1459.534919,1461.086529,1458.734075,1142.943047,1139.409877,1145.113371,1461.087418,786.6975161,1460.232982,1459.76765,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1263.799306,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,4.36,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.772335601,COLD MOLD,315,45652
07-02-2022,44.11,44.1,34.06,77.2,21,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,2.95,2.83,7.28,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1262.035014,1257.330678,1230.214488,1250.36153,1227.24828,1197.984155,1163.434293,1459.534919,1461.086529,1458.734075,1142.943047,1139.409877,1145.113371,1461.087418,786.6975161,1460.232982,1459.76765,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1263.799306,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,4.36,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.772335601,HOT MOLD CHECK,285,45238
07-02-2022,44.11,44.1,34.06,77.2,21,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,2.95,2.83,7.28,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1262.035014,1257.330678,1230.214488,1250.36153,1227.24828,1197.984155,1163.434293,1459.534919,1461.086529,1458.734075,1142.943047,1139.409877,1145.113371,1461.087418,786.6975161,1460.232982,1459.76765,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1263.799306,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,4.36,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.772335601,INSIDE WAVY BODY,270,45000
08-02-2022,41.23,41.2,37.78,91.6,18,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,3.63,3.76,5.6,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1262.045326,1260.130508,1232.975839,1255.015451,1229.98829,1204.980913,1170.990379,1459.534122,1461.08949,1458.73832,1148.955949,1144.893756,1150.907961,1461.091758,786.7048725,1460.232391,1459.766541,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1263.814583,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,4.36,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.916990291,Bubble (>2.5 mm),600,45454
