Date,P1_sap_draw,P1_actual_draw,P1_pack,P1_eff,P1_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,LINE P1 ZONE 1 TEMPERATURE,LINE P1 ZONE 2 TEMPERATURE,LINE P1 ZONE 3 TEMPERATURE,LINE P1 ZONE 4 TEMPERATURE,LINE P1 ZONE 5 LEFT BOTTOM TEMPERATURE,LINE P1 ZONE 5 LEFT MIDDLE TEMPERATURE,LINE P1 ZONE 5 LEFT TOP TEMPERATURE,LINE P1 ZONE 5 MIDDLE BOTTOM TEMPERATURE,LINE P1 ZONE 5 MIDDLE MIDDLE TEMPERATURE,LINE P1 ZONE 5 MIDDLE TOP TEMPERATURE,LINE P1 ZONE 5 RIGHT BOTTOM TEMPERATURE,LINE P1 ZONE 5 RIGHT MIDDLE TEMPERATURE,LINE P1 ZONE 5 RIGHT TOP TEMPERATURE,LINE P1 ZONE ENTRY TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,PYROMETER WE ZONE 1 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P1_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,Name,FGCode,Draw,Pack to Melt Ratio,Defect Type,Defect Count,Sample Size
08-02-2022,41.23,41.2,37.78,91.6,18,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,3.63,3.76,5.6,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1262.045326,1260.130508,1232.975839,1255.015451,1229.98829,1204.980913,1170.990379,1459.534122,1461.08949,1458.73832,1148.955949,1144.893756,1150.907961,1461.091758,786.7048725,1460.232391,1459.766541,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1263.814583,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,4.36,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.916990291,CRACK UNDER FINISH,510,45535
08-02-2022,41.23,41.2,37.78,91.6,18,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,3.63,3.76,5.6,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1262.045326,1260.130508,1232.975839,1255.015451,1229.98829,1204.980913,1170.990379,1459.534122,1461.08949,1458.73832,1148.955949,1144.893756,1150.907961,1461.091758,786.7048725,1460.232391,1459.766541,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1263.814583,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,4.36,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.916990291,COLD MOLD,315,45652
08-02-2022,41.23,41.2,37.78,91.6,18,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,3.63,3.76,5.6,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1262.045326,1260.130508,1232.975839,1255.015451,1229.98829,1204.980913,1170.990379,1459.534122,1461.08949,1458.73832,1148.955949,1144.893756,1150.907961,1461.091758,786.7048725,1460.232391,1459.766541,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1263.814583,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,4.36,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.916990291,HOT MOLD CHECK,285,45238
08-02-2022,41.23,41.2,37.78,91.6,18,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,3.63,3.76,5.6,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1262.045326,1260.130508,1232.975839,1255.015451,1229.98829,1204.980913,1170.990379,1459.534122,1461.08949,1458.73832,1148.955949,1144.893756,1150.907961,1461.091758,786.7048725,1460.232391,1459.766541,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1263.814583,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,4.36,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.916990291,INSIDE WAVY BODY,270,45000
09-02-2022,41.25,41.3,38.64,93.7,13,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,3.64,4.32,3.51,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1260.82692,1267.153406,1234.758745,1255.010307,1229.942607,1205.004381,1170.978445,1459.533691,1461.094336,1458.709409,1148.410829,1143.298768,1150.271268,1461.093544,786.7624865,1460.215915,1459.787714,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1262.726894,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,4.36,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.93559322,Bubble (>2.5 mm),600,45454
09-02-2022,41.25,41.3,38.64,93.7,13,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,3.64,4.32,3.51,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1260.82692,1267.153406,1234.758745,1255.010307,1229.942607,1205.004381,1170.978445,1459.533691,1461.094336,1458.709409,1148.410829,1143.298768,1150.271268,1461.093544,786.7624865,1460.215915,1459.787714,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1262.726894,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,4.36,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.93559322,CRACK UNDER FINISH,510,45535
09-02-2022,41.25,41.3,38.64,93.7,13,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,3.64,4.32,3.51,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1260.82692,1267.153406,1234.758745,1255.010307,1229.942607,1205.004381,1170.978445,1459.533691,1461.094336,1458.709409,1148.410829,1143.298768,1150.271268,1461.093544,786.7624865,1460.215915,1459.787714,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1262.726894,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,4.36,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.93559322,COLD MOLD,315,45652
09-02-2022,41.25,41.3,38.64,93.7,13,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,3.64,4.32,3.51,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1260.82692,1267.153406,1234.758745,1255.010307,1229.942607,1205.004381,1170.978445,1459.533691,1461.094336,1458.709409,1148.410829,1143.298768,1150.271268,1461.093544,786.7624865,1460.215915,1459.787714,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1262.726894,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,4.36,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.93559322,HOT MOLD CHECK,285,45238
09-02-2022,41.25,41.3,38.64,93.7,13,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,3.64,4.32,3.51,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1260.82692,1267.153406,1234.758745,1255.010307,1229.942607,1205.004381,1170.978445,1459.533691,1461.094336,1458.709409,1148.410829,1143.298768,1150.271268,1461.093544,786.7624865,1460.215915,1459.787714,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1262.726894,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,4.36,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034,375ML IDL -DS39,F3Y0063ARAQ110000X,48,0.93559322,INSIDE WAVY BODY,270,45000
12-02-2022,39.34,39.3,28.67,72.9,14,30,10236,6672,30212,36884,21.99,99.56,27.822,91.69,5712,1000,1229,1321,18.8,121.55,0.91,30574,101,5.46,3.34,10.73,232,105.3,14384.13454,-0.405147026,-0.01974263,1166.952691,0.36131504,1276.20824,1270.546046,1236.773157,1259.98134,1233.234003,1209.646868,1179.47232,1459.533691,1461.096102,1458.70186,1153.774752,1155.462764,1157.103846,1461.084703,786.7487269,1460.20811,1459.749894,491.0722724,12967.02153,210.6490618,179.545961,219.8140669,241.4108635,244.4575209,204.0578397,257.58159,208.0794979,1224.781425,1049.122121,35153.9162,1474.241958,1580.777622,1529.092308,418.5902098,1397.886014,474.5083916,1397.165734,984.7944056,1278.184979,1272.430459,1237.776773,1320.337071,1320.609499,291.8273481,1032.119464,252.2821987,792.1020041,288.0942717,930.4558079,300.7531195,1220.80357,295.8729111,1389.195049,249.6379534,1356.551186,319.6906134,1265.269905,235.3974131,1329.95208,584.5342193,860.9748738,271.7415232,67.80693054,10,250,940,1200,298,0.493458603,16777216,353020.487,934674,15366.89344,31372.22599,717.839074,191.7150227,714.2184781,189.8426218,88.32529032,3511.453513,4300,755.6725398,189.1936591,124.9231941,4010.967559,4300,109.6800645,3975.461163,4300,51.21121829,47.3769984,50.47236181,1263.284828,7.155510557,303,1000,30574,101,1216.467361,1178.622882,37.61578472,14039.83453,14510.11501,0.460416667,0.504861111,14039.83453,14510.11501,72.59131944,14039.83453,0.460416667,0.504861111,12.31107527,12.59,2.518,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036,16 OZ VINEGAR SHELF STOCK,F3Y0191QRQQ110000X,46,0.729516539,THIN SHOULDER,645,17622
12-02-2022,39.34,39.3,28.67,72.9,14,30,10236,6672,30212,36884,21.99,99.56,27.822,91.69,5712,1000,1229,1321,18.8,121.55,0.91,30574,101,5.46,3.34,10.73,232,105.3,14384.13454,-0.405147026,-0.01974263,1166.952691,0.36131504,1276.20824,1270.546046,1236.773157,1259.98134,1233.234003,1209.646868,1179.47232,1459.533691,1461.096102,1458.70186,1153.774752,1155.462764,1157.103846,1461.084703,786.7487269,1460.20811,1459.749894,491.0722724,12967.02153,210.6490618,179.545961,219.8140669,241.4108635,244.4575209,204.0578397,257.58159,208.0794979,1224.781425,1049.122121,35153.9162,1474.241958,1580.777622,1529.092308,418.5902098,1397.886014,474.5083916,1397.165734,984.7944056,1278.184979,1272.430459,1237.776773,1320.337071,1320.609499,291.8273481,1032.119464,252.2821987,792.1020041,288.0942717,930.4558079,300.7531195,1220.80357,295.8729111,1389.195049,249.6379534,1356.551186,319.6906134,1265.269905,235.3974131,1329.95208,584.5342193,860.9748738,271.7415232,67.80693054,10,250,940,1200,298,0.493458603,16777216,353020.487,934674,15366.89344,31372.22599,717.839074,191.7150227,714.2184781,189.8426218,88.32529032,3511.453513,4300,755.6725398,189.1936591,124.9231941,4010.967559,4300,109.6800645,3975.461163,4300,51.21121829,47.3769984,50.47236181,1263.284828,7.155510557,303,1000,30574,101,1216.467361,1178.622882,37.61578472,14039.83453,14510.11501,0.460416667,0.504861111,14039.83453,14510.11501,72.59131944,14039.83453,0.460416667,0.504861111,12.31107527,12.59,2.518,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036,16 OZ VINEGAR SHELF STOCK,F3Y0191QRQQ110000X,46,0.729516539,THIN BODY,570,17647
12-02-2022,39.34,39.3,28.67,72.9,14,30,10236,6672,30212,36884,21.99,99.56,27.822,91.69,5712,1000,1229,1321,18.8,121.55,0.91,30574,101,5.46,3.34,10.73,232,105.3,14384.13454,-0.405147026,-0.01974263,1166.952691,0.36131504,1276.20824,1270.546046,1236.773157,1259.98134,1233.234003,1209.646868,1179.47232,1459.533691,1461.096102,1458.70186,1153.774752,1155.462764,1157.103846,1461.084703,786.7487269,1460.20811,1459.749894,491.0722724,12967.02153,210.6490618,179.545961,219.8140669,241.4108635,244.4575209,204.0578397,257.58159,208.0794979,1224.781425,1049.122121,35153.9162,1474.241958,1580.777622,1529.092308,418.5902098,1397.886014,474.5083916,1397.165734,984.7944056,1278.184979,1272.430459,1237.776773,1320.337071,1320.609499,291.8273481,1032.119464,252.2821987,792.1020041,288.0942717,930.4558079,300.7531195,1220.80357,295.8729111,1389.195049,249.6379534,1356.551186,319.6906134,1265.269905,235.3974131,1329.95208,584.5342193,860.9748738,271.7415232,67.80693054,10,250,940,1200,298,0.493458603,16777216,353020.487,934674,15366.89344,31372.22599,717.839074,191.7150227,714.2184781,189.8426218,88.32529032,3511.453513,4300,755.6725398,189.1936591,124.9231941,4010.967559,4300,109.6800645,3975.461163,4300,51.21121829,47.3769984,50.47236181,1263.284828,7.155510557,303,1000,30574,101,1216.467361,1178.622882,37.61578472,14039.83453,14510.11501,0.460416667,0.504861111,14039.83453,14510.11501,72.59131944,14039.83453,0.460416667,0.504861111,12.31107527,12.59,2.518,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036,16 OZ VINEGAR SHELF STOCK,F3Y0191QRQQ110000X,46,0.729516539,Bubble (>2.5 mm),495,17615
