,Date,P3_sap_draw,P3_actual_draw,P3_pack,P3_eff,P3_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Total Defect%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,LINE P3 ZONE 02 TEMPERATURE,LINE P3 ZONE 03 TEMPERATURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P3 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P3 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P3 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P3 ZONE 2 TEMPERATURE,FOREHEART LINE P3 ZONE 3 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P3_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,Date ,Name,FGCode,Draw
14,2021-12-28,28.7,28.4,25.52,89.9,35,31,10198,6222,30812,37034,19.95,98.78,28.576,91.62,5271,997,1218,1322,16.9,118.73,0.917,31162,100,2.31,2.08,0.72,5.11,41,105.3,14990.08606,-0.40507992600000003,-0.033260166,1191.997517,0.35312256399999997,1199.961514,1229.996236,1266.6374720000001,1264.587199,1235.112356,491.3131944,13512.18819,226.70138889999998,180.4854167,221.3111111,238.85555559999997,244.3409722,203.0756944,255.79375,207.9291667,1217.258333,1044.293056,55537.0,1485.95625,1584.4680560000002,1541.778472,443.4229166999999,1391.069444,458.12638889999994,1403.1951390000002,997.0402777999999,1186.618056,1186.066667,1179.170833,1201.488194,1230.9222220000001,1266.402778,1235.967361,1318.814583,1341.0851480000001,272.7001331,1052.094185,247.7657222,811.1729988,289.6115481,958.602187,297.04571749999997,1208.7115,285.0407516,1389.544352,229.82566549999999,1344.698837,305.93750639999996,1319.645786,319.86930060000003,1353.129423,556.0472112000001,890.8544732,259.2194727,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.5080771620000001,16777216.0,788948.3681,774228.0,15114.4125,28598.516669999997,722.5581442000001,189.61424580000002,718.0219083,187.83362240000002,94.21682097,3585.0702539999997,4300.0,757.3203796,187.1988814,120.24614209999999,4053.8821439999997,4300.0,103.2903163,4030.5784590000003,4300.0,49.79611177,46.3125753,49.18263778,1269.097741,6.886121963,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5204,70.4,1.69,0.155,9.96,3.16,13.46,0.67,0.042,2021-12-28,250G TT JAM JAR (SHIRNK PAL) -DS2640,F3X0060QMPQ110002X,33.0
15,2021-12-29,28.67,28.4,25.98,91.6,50,31,10211,5505,30083,35588,17.93,97.98,28.272,92.08,5172,999,1221,1322,16.84,115.91,0.917,30831,100,2.68,2.16,3.85,8.69,224,105.3,14841.45881,-0.405089965,-0.032640321,1180.21568,0.346964339,1199.9710929999999,1230.00323,1267.983144,1266.486918,1236.411235,491.9284722,13378.0125,224.93125,179.93333330000002,220.5902778,239.56319440000001,243.2791667,201.53402780000002,255.98055559999997,208.2104167,1219.2805560000002,1044.835417,55537.0,1481.41875,1582.207639,1536.036806,448.8180556,1387.920139,453.99861110000006,1394.6173609999998,995.8625,1185.214583,1184.454861,1179.191667,1201.4763890000002,1230.932639,1268.336806,1237.30625,1321.230556,1341.562583,274.7863636,1051.548835,249.5440289,810.6268502,291.09567830000003,957.7337333999999,298.01384360000003,1208.593746,286.9861586,1389.630355,231.0329826,1336.415334,313.1630957,1301.427474,318.96653019999997,1346.077677,559.8483322000001,878.904641,260.34143819999997,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.481329577,16777216.0,819418.3701,774228.0,15047.14514,30557.0,715.1388941,188.2920045,708.2532667,186.4986977,93.73066144,3566.5336509999997,4300.0,748.1945174,185.72154709999998,118.4919473,4027.4671409999996,4300.0,103.19907420000001,4028.506779,4300.0,49.5846649,46.11000929,49.12056076,1253.913751,6.984330782000001,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.52,70.4,1.69,0.155,9.96,3.16,13.46,0.67,0.042,2021-12-29,250G TT JAM JAR (SHIRNK PAL) -DS2640,F3X0060QMPQ110002X,33.0
16,2021-12-30,28.71,28.4,23.94,84.3,45,31,10315,7140,29764,36904,22.9,95.45,28.96,92.87,5261,1009,1219,1321,16.87,118.35,0.917,31581,101,3.93,4.74,7.37,16.04,293,105.3,15227.205769999999,-0.40509092799999996,-0.036288737,1207.7459279999998,0.344714353,1199.9771970000002,1229.998313,1267.923025,1266.6703289999998,1238.0666609999998,493.78472220000003,13726.5,225.6409722,180.09722219999998,220.9652778,239.2576389,243.74444440000002,202.26388889999998,256.0041667,208.28680559999998,1219.466667,1044.8444439999998,31628.4875,1480.8743060000002,1582.379167,1536.568056,441.82291669999995,1389.395139,457.06388889999994,1396.051389,997.0993056,1183.686111,1182.94375,1179.1875,1201.54375,1230.933333,1268.497917,1238.949306,1320.652778,1314.8759009999999,274.62963060000004,1030.9582380000002,249.6954578,794.3962198,289.909094,940.3252001,297.3787169,1189.087416,286.61844269999995,1365.661974,230.4161844,1315.981467,313.0979961,1285.773531,318.5867538,1322.163548,558.4319565000001,868.2629218000001,260.0405106,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.500521167,16777216.0,849460.2632,774228.0,14928.58194,30160.45625,704.0260857000001,185.773341,698.496592,183.97270469999998,92.41030108,3505.3023700000003,4300.0,738.0056051,183.3510805,117.3974733,3967.416569,4300.0,101.6548999,3954.7710899999997,4300.0,49.69676918,45.87523975,49.11007592,1235.971365,6.905221192999999,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5189,70.57,1.68,0.163,9.94,3.14,13.38,0.63,0.048,2021-12-30,250G TT JAM JAR (SHIRNK PAL) -DS2640,F3X0060QMPQ110002X,33.0
17,2021-12-31,27.11,22.0,18.16,82.4,43,31,10317,7072,30999,38071,22.61,99.12,28.93,92.5,5490,1008,1219,1321,17.55,121.73,0.9179999999999999,31514,101,2.98,3.95,12.39,19.32,43,105.3,15128.61831,-0.406910479,-0.028473732,1203.56636,0.352431822,1211.7395609999999,1233.714761,1269.654795,1261.588389,1233.754781,497.59375,13640.94514,227.6909722,180.9604167,222.31805559999998,240.0479167,245.16041669999998,203.95694440000003,255.90208330000002,207.9298611,1214.769444,1042.6381939999999,41592.40694,1475.5131939999999,1582.770833,1530.290278,444.0798611000001,1391.038194,460.0847222,1390.3,994.1611111,1185.83125,1184.279861,1179.459722,1213.5548609999998,1234.622917,1263.627778,1234.7194439999998,1315.865972,1349.529801,274.4632529,1058.235677,250.28983250000002,815.4083853999999,290.34963619999996,964.6721497999999,297.0896029,1220.681424,286.0995373,1404.256689,231.2847213,1356.129842,312.47130319999997,1334.929594,320.30743039999993,1362.38748,559.7465817000001,901.0633634,259.6127506,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.48561920299999994,16777216.0,879764.1444,774228.0,15434.569440000001,29797.89375,737.1674818,192.16907769999997,733.8617605000001,190.4052373,95.54798433,3612.978642,4300.0,773.8145181,189.7903646,122.2523145,4095.3161240000004,4300.0,104.7558355,4058.9948200000003,4300.0,50.09770539,46.55126781,49.40487596,1296.20369,6.860773534,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5186,70.57,1.68,0.163,9.94,3.14,13.38,0.63,0.048,2021-12-31,200G JAM JAR TT,F3W0098QMPQ110000X,28.0
18,2022-01-01,26.99,26.7,22.19,83.1,38,31,10173,6178,30372,36550,19.94,98.02,28.334,91.45,5209,994,1215,1316,16.81,117.96,0.914,31000,100,2.63,2.81,1.8,7.24,49,105.3,14851.82874,-0.407742514,-0.053378518,1181.810034,0.345044453,1216.433659,1235.009511,1259.779418,1264.269638,1235.742493,496.9298124,13391.87213,225.7581654,180.171647,220.9638638,240.5149409,244.30437799999999,201.85406530000003,256.2529534,208.09798469999998,1217.823489,1046.835302,55537.0,1474.394719,1579.896456,1527.736623,442.79499649999997,1383.687978,460.1403753000001,1393.003475,995.8276581,1187.151494,1185.247394,1179.296734,1218.248784,1235.907575,1266.19041,1236.698402,1318.927728,1347.7225050000002,275.61771489999995,1058.4040320000001,251.71632999999997,811.6952842999999,290.7941467,954.9966393999999,297.2772389,1205.430564,285.88043239999996,1389.340912,232.22169419999997,1339.1071,312.40999619999997,1310.9782400000001,318.89863629999996,1351.164968,559.6312588999999,885.0502984999999,261.5065966,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.506404582,16777216.0,107403.4885,885278.8812,15168.4114,30867.69006,717.3695507,188.4169655,711.8869314,186.75748969999998,93.59528239,3583.937368,4300.0,750.7221861,186.0476983,118.87417040000001,4039.428268,4300.0,103.57303490000001,4030.527326,4300.0,49.48978264,46.10983761,48.99715144,1258.746274,7.138656025,310,994,31000,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5204,70.57,1.68,0.163,9.94,3.14,13.38,0.63,0.048,2022-01-01,200G JAM JAR TT,F3W0098QMPQ110000X,28.0
19,2022-01-02,28.64,28.3,21.78,76.9,51,31,10416,8954,31031,39985,28.8,99.81,28.826999999999998,92.72,5319,1016,1219,1321,17.11,128.61,0.914,31539,101,2.97,4.07,0.59,7.63,48,105.3,15350.453290000001,-0.40581137799999994,-0.045539975999999996,1220.733657,0.36046849799999997,1220.2624,1236.9769199999998,1256.225739,1262.854207,1234.6424359999999,502.23958330000005,13838.518059999999,230.0027778,182.57291669999998,224.3548611,240.4048611,247.1951389,206.6118056,256.0256944,207.9930556,1215.753472,1044.0076390000002,55537.0,1469.535417,1577.927778,1526.295139,447.7354166999999,1384.400694,464.95,1400.7944439999999,994.6409722000001,1190.103472,1187.4993060000002,1179.595139,1222.323611,1237.802778,1264.788194,1235.6326390000002,1317.483333,1365.841209,277.8474663,1074.69216,252.4997614,825.2133978999999,292.27430510000005,971.4465979,298.6369151,1227.8935179999999,286.4638767,1413.549303,234.5652486,1374.997991,313.7965371,1361.455922,320.9792048,1380.233654,565.8164511,915.2878251,263.2228991,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.501604919,16777216.0,42645.01319,898491.0,15521.12986,30439.05417,739.3697952,190.5337582,737.4300283,188.79880409999998,94.07455621,3661.356667,4300.0,776.3858512999999,188.22236709999999,121.8326581,4149.990753,4300.0,103.75752320000001,4099.237229,4300.0,49.10349261,45.63471133,48.33999023,1301.018178,6.815080059,311,1016,31539,101,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.521,70.57,1.68,0.163,9.94,3.14,13.38,0.63,0.048,2022-01-02,180ml ROCKLAND RUM,F3W0532QRPQ110001X,32.0
20,2022-01-03,28.55,28.6,25.99,91.0,35,31,10518,8393,31155,39548,27.17,100.85,28.991999999999997,93.85,5289,1026,1222,1321,17.12,128.02,0.914,31720,103,3.5,4.85,8.3,16.65,74,105.3,15182.84084,-0.405052112,-0.030514237000000003,1209.588764,0.363750811,1222.003852,1237.997988,1257.977702,1264.999034,1236.75827,503.43541669999996,13685.59306,229.1527778,182.19722219999997,223.3722222,239.86319440000003,246.78125,205.8423611,257.3625,208.78541669999998,1219.323611,1044.251389,55215.721529999995,1475.353472,1578.477083,1529.069444,449.46875,1389.9243060000001,468.0340278,1404.3590279999999,1003.229167,1190.18125,1188.0631939999998,1180.630556,1224.113194,1238.792361,1266.8756939999998,1237.5944439999998,1319.3875,1344.020867,279.92887360000003,1055.136399,254.0767238,811.5053526,293.8491029,958.3791480000001,300.401474,1215.012938,288.4700544,1394.0590439999999,234.85797319999998,1357.3133699999998,311.129673,1343.1560259999999,324.2230941,1359.110569,568.0897991,902.3256620999999,264.0868512,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.505907918,16777216.0,73643.46736000001,898491.0,15537.51111,30960.98125,733.8930773,191.38970849999998,732.1868867000001,189.58844530000002,94.22227025,3605.457503,4300.0,771.0298047,188.98191540000002,122.60363659999999,4094.5356810000003,4300.0,104.01075420000001,4040.0354420000003,4300.0,50.03947128,46.37110558,49.20968549,1291.7437439999999,6.896580815,309,1026,31720,103,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5256,70.57,1.68,0.163,9.94,3.14,13.38,0.63,0.048,2022-01-03,180ml ROCKLAND RUM,F3W0532QRPQ110001X,32.0
21,2022-01-04,29.58,29.3,26.1,89.1,38,31,10323,6338,30076,36414,20.97,99.5,28.022,92.71,5346,1009,1227,1323,17.69,120.47,0.914,30659,101,3.1,4.04,6.12,13.26,79,105.3,14529.059480000002,-0.40503058200000003,-0.028832861,1174.828448,0.356231735,1220.35319,1235.45244,1258.471883,1267.6545210000002,1239.069265,500.32361110000005,13097.688890000001,226.75069440000001,180.7965278,221.79305559999997,240.7430556,245.8090278,202.7666667,258.0548611,209.61944440000002,1224.259028,1045.170139,19144.62431,1479.2652779999999,1582.3902779999999,1534.349306,439.07291669999995,1388.1090279999999,475.28958330000006,1397.161111,1007.7875,1187.603472,1185.7993060000001,1181.7625,1222.572917,1236.361111,1269.536806,1239.989583,1321.604167,1316.165935,281.9989411,1030.3297,256.2550615,793.4803382,295.1415421,939.8031605,301.9991725,1196.134338,291.5767247,1371.0575800000001,236.8118241,1325.70208,312.8862818,1293.3260189999999,326.1320905,1324.643534,568.2200047,872.5039375,265.9266501,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.507165776,16777216.0,104342.1785,898491.0,15094.397219999999,31141.825,720.0468863,192.56341609999998,716.2779135,190.7614293,95.02146009999998,3513.308986,4300.0,757.3305363,190.3804012,122.69241909999998,3990.077639,4300.0,105.31809390000001,3959.7459240000003,4300.0,51.53968932,47.89950842,50.85256071,1266.628185,6.983486852,302,1009,30659,101,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5227,70.0,1.72,0.13699999999999998,10.17,3.08,13.9,0.49,0.039,2022-01-04,180ml ROCKLAND RUM,F3W0532QRPQ110001X,32.0
22,2022-01-05,32.47,32.2,26.57,82.6,45,31,10293,6835,31342,38177,22.41,102.75,28.018,91.85,5368,1004,1222,1321,17.6,125.16,0.9179999999999999,30521,100,3.66,3.7,3.96,11.32,226,105.3,14196.67276,-0.405062074,-0.030430007999999998,1169.943066,0.35087011,1221.667777,1235.010571,1257.445679,1265.95164,1238.873291,498.7722222,12797.455559999999,227.7611111,180.8569444,222.3916667,240.3326389,246.94375,203.67708330000002,257.81597220000003,209.3951389,1222.517361,1043.675,2454.725,1475.615972,1580.915278,1531.923611,425.9805556,1391.204167,486.2180556,1384.947917,1008.188194,1192.440278,1190.923611,1187.872222,1223.899306,1235.948611,1267.818056,1239.7965279999999,1318.3743060000002,1313.903358,281.58347710000004,1028.7245990000001,256.367189,791.4906466,294.5874318,935.3841142000001,300.41160130000003,1189.624727,290.5951004,1366.938741,236.5702144,1323.5146619999998,312.79200160000005,1298.793965,326.3163073,1328.831505,569.3793376,879.4355243999998,265.3638608,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.51025281,16777216.0,134790.65,898491.0,15352.225,30190.64375,732.4376569,196.0324076,730.74303,194.42163390000002,96.84567908,3522.1727969999997,4300.0,770.4165022000001,194.05136000000002,124.79817690000002,3989.251789,4300.0,107.51678229999999,3945.2281,4300.0,52.50793613,48.91971603,51.77504914,1289.6782449999998,7.09274732,305,1004,30521,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.519,70.0,1.72,0.13699999999999998,10.17,3.08,13.9,0.49,0.039,2022-01-05,200G KIST SAUCE,F3W0116QMQQ110000X,32.0
23,2022-01-06,33.32,33.0,30.34,91.9,45,31,10383,7706,31997,39703,24.96,103.66,28.518,92.39,5212,1013,1221,1321,16.88,128.62,0.9179999999999999,31065,101,3.54,3.06,4.17,10.77,44,105.3,14525.05449,-0.41214762,-0.02976619,1190.601074,0.35476108100000003,1222.0556470000001,1235.0158689999998,1255.596008,1266.710256,1235.3225710000002,500.05486110000004,13094.26111,229.1375,181.6923611,223.57638889999998,240.8826389,248.9013889,204.9888889,258.0229167,209.2027778,1220.590972,1043.864583,21694.784030000003,1474.519444,1576.559028,1529.217361,432.2118056,1385.210417,480.8756944,1383.573611,1009.4569439999999,1193.6326390000002,1191.993056,1188.6881939999998,1224.322222,1235.946528,1268.6638890000002,1236.354861,1318.482639,1334.5590619999998,283.5021181,1045.859053,258.2894474,804.8169055,296.2977417,947.3560474,301.2914674,1203.61328,291.41902769999996,1385.925045,237.3220505,1343.182148,312.1583158,1322.6265130000002,327.4838458,1350.701681,571.6143438999999,893.2050571000001,266.47762489999997,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.483480883,16777216.0,166479.3,898491.0,15833.3875,31207.4875,756.2410316,199.5242576,755.1143784,197.9159433,98.57151848,3578.460169,4300.0,795.564938,197.5645256,127.58482820000002,4051.728481,4300.0,109.0941358,4001.650114,4300.0,52.64588396,49.06552679,51.87896141,1332.011595,7.005027476,309,1013,31065,101,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5178,71.1,1.74,0.135,9.62,3.09,13.39,0.42,0.038,2022-01-06,200G KIST SAUCE,F3W0116QMQQ110000X,32.0
24,2022-01-07,26.33,24.1,20.3,84.3,43,31,10617,6838,30786,37624,22.61,101.78,28.824,95.29,5403,1037,1222,1220,17.86,124.38,0.9209999999999999,31296,103,3.28,2.9,2.25,8.43,59,105.3,14075.99569,-0.40911134299999996,-0.031245053999999998,1169.688908,0.36057246,1224.3236539999998,1234.991964,1256.884003,1267.6236470000001,1235.501455,492.5173611000001,12689.36667,229.40694440000001,181.51736110000002,222.8097222,241.6215278,249.0805556,203.79097219999997,258.3694444,209.8770833,1222.5944439999998,1046.926389,32769.0,1478.370139,1577.0375,1533.057639,440.45555559999997,1387.3375,466.7840278,1387.3305560000001,1011.4027779999999,1188.167361,1187.331944,1185.636111,1226.627083,1235.925694,1269.570833,1236.4625,1320.7347220000001,1316.177181,282.9446339,1028.986226,258.7948494,793.7512025000001,296.13811699999997,938.0272638,302.2463277,1194.155493,292.9497011,1372.100856,237.376544,1327.1243259999999,312.78789889999996,1287.960953,324.907891,1325.882523,570.5025085,876.8361776,266.2936457,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.505143644,16777216.0,198109.2111,898491.0,15535.89236,31927.40625,728.9441897999999,194.9765142,725.7101928999999,193.2716043,97.2903645,3518.91116,4300.0,765.9846064,192.79861090000003,123.05102269999999,3987.2054200000002,4300.0,106.6845581,3954.9225950000005,4300.0,52.17739008,48.55342323,51.5000468,1282.20911,7.2992621589999995,302,1037,31296,103,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5163,71.1,1.74,0.135,9.62,3.09,13.39,0.42,0.038,2022-01-07,100 ML TCT ROUND PERFUME - DS76,F3V0753QRPQ110000M,25.0
25,2022-01-08,23.79,23.6,19.54,82.7,54,31,10269,7214,30150,37364,23.71,99.08,27.96,91.88,5224,1003,1225,1324,17.17,122.79,0.9209999999999999,30358,100,3.12,2.64,4.1,9.86,350,105.3,14047.17179,-0.405373741,-0.048669225999999996,1172.256784,0.365336261,1226.835208,1235.880407,1256.5941369999998,1266.744181,1235.835724,495.83333330000005,12663.12431,229.15208330000002,181.09722219999998,222.92569440000003,241.1826389,248.76944440000003,203.90277780000002,258.0006944,209.51944440000003,1223.333333,1045.713194,32769.0,1477.814583,1571.334722,1529.692361,441.61666669999994,1383.229167,465.0930556,1382.457639,1013.663889,1184.3875,1186.286806,1186.4555560000001,1229.15,1236.81875,1268.747917,1236.777778,1320.1722220000001,1301.15339,283.4727037,1018.220326,259.20259500000003,785.0859244,295.68142339999997,929.5271508999999,302.3878712,1185.464491,293.067611,1359.602461,237.32325319999995,1317.703113,311.87667949999997,1286.41292,333.5141787,1315.778519,568.3031916,874.4622881000001,266.96228610000003,67.80693054,10.0,250.0,940.0,1200.0,298.0,0.510404335,16777216.0,228474.8569,898491.0,14986.86944,30914.66875,715.9049054999999,193.10624030000002,714.1429347,191.44690380000003,96.14144486,3491.3941950000003,4300.0,753.2111991,190.9803239,122.3345874,3963.716079,4300.0,105.52338950000001,3918.293875,4300.0,52.12631181,48.46674256,51.36519524,1260.627385,7.222804957999999,304,1003,30358,100,1241.751043,1208.605779,35.65941586,13970.115109999999,14376.27752,0.473574409,0.49582753799999996,13970.115109999999,14376.27752,72.54807371,13970.115109999999,0.473574409,0.49582753799999996,11.89492701,9.22,2.5141,71.1,1.74,0.135,9.62,3.09,13.39,0.42,0.038,2022-01-08,100 ML TCT ROUND PERFUME - DS76,F3V0753QRPQ110000M,25.0
