Date,P3_sap_draw,P3_actual_draw,P3_pack,P3_eff,P3_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Total Defect%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,LINE P3 ZONE 02 TEMPERATURE,LINE P3 ZONE 03 TEMPERATURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P3 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P3 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P3 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P3 ZONE 2 TEMPERATURE,FOREHEART LINE P3 ZONE 3 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P3_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2
1/27/2022,31.34,25.4,16.95,66.6,58,30,10244,7364,30837,38201,23.76,99.51,28.376,91.57,5408,1000,1225,1323,17.5,123.27,0.91,31182,101,4.9,3.57,2.28,10.75,37,105.3,14637.64713,-0.405137808,-0.022276636,1195.129577,0.355463096,1194.592455,1223.669518,1263.830922,1259.039764,1236.31663,489.15625,13194.18125,210.5451389,180.5527778,219.9201389,240.4013889,247.9291667,204.61875,257.8680556,209.2472222,1221.632639,1048.651389,55537,1469.309028,1569.334722,1522.05,437.1013889,1384.959028,446.0833333,1389.125,995.0118056,1169.329861,1167.745833,1156.854167,1196.18125,1224.334722,1260.904861,1237.170139,1321.585417,1340.748377,289.7747954,1044.322273,252.2632143,807.5014501,303.8900885,946.64151,298.3914483,1219.22783,292.9067787,1397.405882,244.975401,1361.529871,314.6332496,1299.333284,254.3048311,1348.071388,576.982544,879.5496532,270.9514922,67.80693054,10,250,940,1200,298,0.505184987,16777216,796999.3215,898491,15381.05278,29027.25625,731.4560217,192.8336229,729.0616865,191.1800736,92.00226625,3568.369414,4300,768.5489246,190.3210358,123.4761768,4058.271844,4300,108.5473089,4017.691456,4300,50.83938171,47.13358367,50.13549069,1287.113588,3.688281644,310,1000,31182,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5192,70.36,1.85,0.115,9.79,3.14,13.6,0.64,0.032
1/28/2022,32.58,32.3,25.67,79.4,60,30,10391,7196,30373,37569,23.14,97.65,29.042,93.37,5530,1016,1224,1323,17.8,120.79,0.912,31844,102,4.92,3.83,5.2,13.95,50,105.3,14952.93399,-0.405289216,-0.024836519,1205.982278,0.353980761,1191.981761,1224.450556,1265.309448,1263.746694,1240.824432,493.2756944,13478.77847,210.3881944,180.2659722,220.05,240.8576389,247.3729167,203.8770833,258.2333333,209.4222222,1223.26875,1048.635417,55537,1469.370139,1569.56875,1522.6875,430.9180556,1390.161111,459.1708333,1391.429861,996.6583333,1169.191667,1166.81875,1153.3625,1193.65625,1225.111806,1265.574306,1241.722917,1322.472222,1324.87582,289.7547782,1032.417454,248.2641302,799.6125934,304.2491305,937.6591439,298.6202772,1208.043578,292.7432957,1385.236627,245.3706072,1348.2659,314.757189,1280.878265,257.3656924,1334.958931,576.3823806,869.3021806,271.2473473,67.80693054,10,250,940,1200,298,0.509070235,16777216,827613.0792,898491,15261.51042,30733.3,723.9676101,191.111352,720.9855554,189.3973285,90.9547163,3529.143761,4300,760.6598299,188.5998745,122.7660119,4014.380789,4300,107.4986495,3977.740807,4300,50.82316661,46.88700833,50.09136701,1273.569297,3.938912597,311,1016,31844,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5187,70.36,1.85,0.115,9.79,3.14,13.6,0.64,0.032
1/29/2022,32.5,32.2,20.89,64.9,56,30,10339,7008,30808,37816,22.53,99.04,28.853,92.75,5264,1010,1223,1321,16.9,121.56,0.912,31637,102,4.5,4.78,5.98,15.26,59,105.3,15006.57106,-0.427394795,-0.028307521,1208.714708,0.353718226,1191.976759,1221.739578,1265.68217,1264.219564,1241.375529,494.5972222,13529.42292,211.1055556,180.3916667,220.4034722,241.4034722,247.9555556,204.0194444,258.6,210.0118056,1223.036111,1049.484722,55537,1469.151389,1570.0875,1522.954167,428.0923611,1390.769444,466.8902778,1389.750694,996.7291667,1169.980556,1167.579861,1153.508333,1193.749306,1222.420139,1266.170139,1242.328472,1322.530556,1330.133583,290.4096728,1039.671748,253.9542336,801.23859,304.5454784,936.4117134,298.598576,1207.818528,293.4172449,1386.931342,246.421926,1349.501273,315.8352699,1280.715102,254.5546356,1339.228881,578.113914,870.6416339,272.1322765,67.80693054,10,250,940,1200,298,0.488134795,16777216,858172.3597,898491,15398.49097,30422.3,724.5474646,190.9924286,721.0732389,189.2887248,91.13855109,3539.993247,4300,760.2814915,188.4683161,122.4982156,4017.141688,4300,107.5097896,3985.125707,4300,50.69795511,46.85390217,50.00188315,1273.729509,3.780703447,311,1010,31637,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5191,70.36,1.85,0.115,9.79,3.14,13.6,0.64,0.032
1/30/2022,32.54,32.2,27.76,86.1,58,30,10574,6322,29017,35339,20.9,95.91,28.959,95.72,5585,1035,1225,1326,18.5,116.81,0.919,31511,104,4.18,3.38,0.99,8.55,40,105.3,14931.71719,-0.40622321,-0.027269528,1209.123194,0.357156881,1191.977988,1219.9941,1265.101674,1264.924723,1241.664073,494.7395833,13461.34375,212.4694444,181.7083333,221.3965278,241.9326389,249.0680556,205.23125,259.0222222,210.7631944,1224.008333,1049.866667,55537,1466.253472,1563.070139,1519.577778,426.21875,1387.838889,469.3368056,1390.834722,996.1909722,1170.254167,1167.857639,1153.545833,1193.74375,1220.650694,1266.875694,1242.589583,1323.981944,1318.656364,290.0569068,1031.829106,256.0898925,794.3873793,304.8666616,929.9832811,298.9482074,1199.738374,293.3931319,1374.89873,248.1221057,1346.95819,317.0611541,1255.993199,260.1632423,1328.517231,576.3777977,860.216127,272.7485999,67.80693054,10,250,940,1200,298,0.496677343,16777216,888388.7063,898491,14853.05625,30761.78125,695.3551102,186.1718268,690.6579886,184.3602429,88.74406843,3507.390125,4300,728.9452556,183.5814037,119.3692618,3977.843278,4300,104.7344234,3955.940148,4300,49.89353551,46.28247224,49.26597038,1221.225649,4.043722271,303,1035,31511,104,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5194,70.36,1.85,0.115,9.79,3.14,13.6,0.64,0.032
1/31/2022,32.44,32.1,27.8,86.5,63,30,10539,6106,28848,34954,20.26,95.7,28.774,95.46,5573,1032,1210,1305,18.5,115.96,0.891,32294,107,4.03,3.67,1.68,9.38,47,105.3,14580.58294,-0.405288261,-0.032682772,1192.539711,0.357077728,1191.996553,1219.969516,1262.676442,1264.490153,1241.213582,493.3256944,13144.23472,210.7805556,180.4104167,219.8916667,240.4972222,247.4916667,203.4770833,258.4986111,210.3451389,1223.046528,1048.553472,55537,1454.261111,1569.58125,1513.846528,421.4652778,1383.177778,470.2319444,1386.63125,995.4277778,1170.563889,1168.032639,1153.540972,1193.748611,1220.656944,1266.474306,1242.136806,1319.652778,1288.131349,288.2465279,1007.993748,254.0752808,772.6687073,301.2707358,900.5927695,295.5063672,1164.402488,289.7711702,1340.14757,244.8095133,1307.146588,312.9480136,1225.980179,253.7461418,1299.321228,573.4343661,843.4200626,269.8719622,67.80693054,10,250,940,1200,298,0.494822464,16777216,916706.9632,898491,13943.86875,29206.05,676.8575824,185.5639469,673.619261,183.9245274,87.94536075,3430.881081,4300,709.3295893,183.2962963,120.0178913,3873.27715,4300,104.4175348,3845.666552,4300,50.98446968,47.47560532,50.34151651,1189.354484,3.889983997,301,1032,32294,107,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5248,69.61,1.59,0.111,10.35,3.49,13.83,0.52,0.033
02-01-2022,36.36,36.2,16.67,46.1,53,30,10504,6916,30461,37377,22.67,99.85,28.78,94.34,5607,1026,1218,1318,18.4,122.52,0.912,31557,103,5.61,3.52,4.41,13.54,59,105.3,14485.18989,-0.405481535,-0.024030056,1202.946354,0.358894432,1176.738146,1187.679927,1257.605235,1261.362305,1238.64446,495.7222222,13055.32014,210.3375,179.7631944,219.58125,240.00625,246.4784722,203.6673611,256.9215278,208.7652778,1215.139583,1042.415278,55537,1460.829861,1574.0875,1519.516667,423.3340278,1380.8,469.575,1389.441667,987.0576389,1162.578472,1159.577083,1143.419444,1178.383333,1188.322222,1263.290972,1239.521528,1314.470139,1325.544144,288.0811146,1038.37368,254.9956608,798.8249123,302.459249,930.4808068,296.799527,1205.400431,291.3025665,1385.149016,245.7489371,1350.841131,314.1685929,1269.89656,264.4439615,1336.464364,577.1462654,874.6825158,268.6294356,67.80693054,10,250,940,1200,298,0.500367469,16777216,110767.5979,930854.6833,15152.63125,28865.83889,719.7763146,191.6149209,716.7521206,189.9721259,91.274161,3536.695846,4300,755.41099,189.2732446,123.2541955,4005.890327,4300,107.4953704,3973.079027,4300,51.0358421,47.44943092,50.38002631,1265.656339,3.748864698,305,1026,31557,103,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,21.63,2.5209,69.61,1.59,0.111,10.35,3.49,13.83,0.52,0.033
02-02-2022,37.16,36.9,20.53,55.7,53,30,10382,8286,30883,39169,26.57,99.02,28.922,92.73,5603,1013,1219,1320,18,125.59,0.906,31923,102,4.29,3.4,0.87,8.56,62,105.3,14812.61071,-0.405392639,-0.027661048,1212.930396,0.377621546,1174.811118,1190.036781,1264.614014,1263.32487,1239.816825,493.4391939,13352.88534,212.7011814,180.7824878,221.9874913,240.647672,247.7734538,206.019458,257.1118833,208.8123697,1218.763725,1046.144545,55537,1460.622655,1568.626129,1516.035441,416.4391939,1390.217512,478.1758165,1387.076442,988.8359972,1163.587213,1160.250869,1143.445448,1176.505212,1190.781793,1265.264072,1240.743572,1319.009034,1339.199999,289.889537,1047.871145,251.1572469,808.9509678,285.0687185,944.8506237,299.3393382,1226.472619,293.9630628,1400.865925,247.1206404,1369.845961,314.4986398,1305.300187,286.5459228,1351.7115,578.7784254,884.063411,269.8457197,67.80693054,10,250,940,1200,298,0.49604793,16777216,42642.56011,934674,15399.12231,30290.62057,731.9116985,191.9347446,729.4090959,190.0834396,91.50017366,3574.967665,4300,770.3090871,189.5103665,123.1002921,4075.991569,4300,107.8056715,4028.134896,4300,50.48615042,46.70608875,49.71170341,1288.581658,3.734207295,312,1013,31923,102,1240.995139,1207.400729,35.62008333,14472.16353,14716.48594,0.463194444,0.506944444,14472.16353,14716.48594,73.58086806,14472.16353,0.463194444,0.506944444,12.18856804,21.63,2.518,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
02-03-2022,37.13,36.8,23.2,63,64,30,10395,6696,30762,37458,21.55,99.02,29.03,93.44,5615,1016,1221,1320,18.1,120.57,0.912,31831,102,5.28,4.13,9.63,19.04,53,105.3,14946.25744,-0.405166244,-0.075425346,1204.102085,0.358394991,1175.008562,1193.011687,1265.265605,1266.310018,1238.728892,496.5111111,13473.18333,211.5972222,179.06875,219.5083333,240.5083333,244.5618056,202.8645833,256.8402778,208.0736111,1220.708333,1047.290972,55537,1456.809028,1574.879861,1513.554167,428.9416667,1386.909722,463.0819444,1387.167361,990.6972222,1162.669444,1159.663889,1143.658333,1176.694444,1193.721528,1268.102083,1239.582639,1320.077778,1334.15236,290.4972026,1041.731767,247.1373452,803.5992168,281.6083142,941.4392036,300.0496713,1224.254516,294.3424483,1394.7346,247.508684,1361.288745,315.1731324,1293.16527,293.1233115,1343.479939,577.540994,871.7640832,270.8661315,67.80693054,10,250,940,1200,298,0.511483359,16777216,73459.91111,934674,15397.22986,30838.1625,727.3740362,192.402151,723.8744196,190.5122009,91.10556546,3549.401204,4300,765.1952368,189.8546488,124.1060478,4049.186613,4300,108.0305749,4011.025107,4300,50.8999203,47.11163354,50.14777046,1279.822312,4.128347645,311,1016,31831,102,1242.645833,1206.069576,36.17563889,14497.56527,14961.68246,0.481944444,0.483333333,14497.56527,14961.68246,74.32381944,14497.56527,0.481944444,0.483333333,12.40532284,21.63,2.519,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
02-04-2022,39.64,39.3,26.1,66.3,58,30,10309,8134,30880,39014,26.24,99.61,28.505,91.95,5535,1006,1221,1317,17.9,125.84,0.906,31462,101,3.95,4.15,4.24,12.34,41,105.3,14956.69535,-0.430634779,-0.022753016,1201.291863,0.359879955,1166.890208,1182.32371,1259.848836,1260.721639,1234.030457,495.8645833,13484.59375,211.8534722,179.5138889,220.1708333,240.2888889,245.1673611,204.1,257.2701389,208.6826389,1221.583333,1046.0625,55537,1459.707639,1576.491667,1515.352083,429.6868056,1391.393056,464.23125,1387.540278,990.0833333,1158.055556,1155.071528,1137.963194,1168.627778,1182.927083,1262.772917,1235.00625,1319.124306,1326.795987,289.998555,1036.124775,246.8308733,799.2167367,279.0149969,937.9022778,300.2922439,1221.431729,295.1552851,1390.199012,247.8908677,1358.067694,314.7058269,1291.896541,293.33695,1340.005306,578.7948553,872.3556424,270.1615583,67.80693054,10,250,940,1200,298,0.491702115,16777216,104186.3236,934674,15348.78611,30774.85625,729.716116,193.7066935,726.3020056,191.6426508,91.76359979,3539.154525,4300,767.3392943,190.9918984,125.4277584,4040.161245,4300,108.5034726,3994.675919,4300,51.42457329,47.54263582,50.57159376,1283.822901,4.076525523,310,1006,31462,101,1240.1125,1202.554521,36.70872917,14475.65748,14949.95474,0.479861111,0.485416667,14475.65748,14949.95474,74.20904167,14475.65748,0.479861111,0.485416667,12.43183114,7.83,2.5196,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
02-05-2022,40.05,39.8,35.84,90.2,62,30,10441,8312,31154,39466,26.77,100.33,28.928,93.16,5660,1019,1223,1320,18.2,127.1,0.906,31929,103,3.66,2.84,0.95,7.45,49,105.3,14959.4743,-0.405478028,-0.022048442,1202.551289,0.359056713,1165.00401,1180.006027,1258.078868,1258.59375,1231.555379,493.6277778,13486.13125,212.4756944,180.7569444,221.4215278,240.7930556,246.3215278,205.8958333,257.8118056,209.5854167,1221.398611,1045.283333,55537,1464.504167,1578.863194,1518.775694,434.69375,1395.326389,458.1194444,1394.658333,989.7208333,1157.578472,1154.338889,1136.459028,1166.725694,1180.577778,1260.645139,1232.488194,1318.495833,1331.585971,291.2550612,1039.246158,246.665461,802.613007,286.5714234,942.0315717,301.0281589,1227.789833,296.438561,1396.438962,248.9911246,1364.978382,318.2472483,1299.384725,294.7120959,1345.654498,583.5083858,879.0227929,271.1562039,67.80693054,10,250,940,1200,298,0.500260883,16777216,135321.709,934674,15616.70903,30867.4625,739.8627146,195.5122969,736.6108826,193.3980036,91.60696392,3556.262059,4300,778.0807313,192.7632139,127.2928244,4060.797646,4300,109.8732155,4011.684186,4300,51.66768829,47.75777444,50.77980433,1301.837954,3.938490625,311,1019,31929,103,1239.872917,1202.995736,39.58406944,14496.59235,14964.27784,0.478472222,0.486111111,14496.59235,14964.27784,74.47041667,14496.59235,0.478472222,0.486111111,12.43917779,7.83,2.5187,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
02-06-2022,38.8,33.5,21.02,62.7,54,30,10251,6958,30966,37924,22.49,100.08,28.38,91.72,5585,1001,1222,1317,18.1,122.57,0.912,31118,101,3.51,2.51,5.14,11.16,39,105.3,14901.2641,-0.427339223,-0.035521042,1196.780805,0.35527133,1164.647759,1178.102748,1258.919627,1259.197388,1232.563782,492.7201389,13434.08889,210.6486111,179.7965278,219.6930556,240.7791667,245.4743056,203.6875,257.8368056,209.6458333,1222.785417,1046.019444,55537,1466.590972,1576.367361,1520.883333,435.3430556,1390.941667,456.0131944,1397.559722,990.6840278,1156.856944,1153.594444,1135.107639,1166.35625,1178.672222,1261.300694,1233.566667,1319.384028,1321.647138,291.3838207,1032.910155,246.9036941,794.2648056,288.7707361,931.5546222,300.1138119,1217.141685,296.1566836,1387.579975,248.9916075,1354.338272,318.8421099,1277.487626,258.4312318,1333.473991,581.7327341,867.377181,271.7098285,67.80693054,10,250,940,1200,298,0.504877589,16777216,166293.9729,934674,15464.08542,31124.8875,731.0199642,194.9777679,728.4951641,193.1822434,91.07089128,3522.495899,4300,769.8043359,192.561294,126.8769771,4019.407484,4300,110.5189043,3975.868053,4300,52.00602423,48.16969211,51.22969486,1287.247598,4.285873595,309,1001,31118,101,1234.847222,1197.091389,36.3366875,14429.03354,14900.14233,0.484027778,0.479861111,14429.03354,14900.14233,74.43158333,14429.03354,0.484027778,0.479861111,12.44695473,27.63,2.5185,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
02-07-2022,37.18,36.9,27.24,73.9,39,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,2.95,2.83,7.28,13.06,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1165.975444,1177.99352,1262.035014,1257.330678,1230.214488,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1157.5125,1154.547917,1137.504167,1167.65625,1178.456944,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,27.63,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034
02-08-2022,40.65,31.1,20.66,66.5,42,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,3.63,3.76,5.6,12.99,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1173.448086,1180.087335,1262.045326,1260.130508,1232.975839,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1167.818118,1166.156098,1156.443206,1175.074564,1180.613937,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,10.22,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034
02-09-2022,45.93,45.6,37.33,81.8,47,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,3.64,4.32,3.51,11.47,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1174.475967,1182.23382,1260.82692,1267.153406,1234.758745,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1174.621508,1171.36478,1156.269043,1176.141859,1182.873515,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,10.22,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034
