Date,P3_sap_draw,P3_actual_draw,P3_pack,P3_eff,P3_seed,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Defect Insp Machine%,Defect Light Inspection%,Defect Hot End Reject%,Total Defect%,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,LINE P3 ZONE 02 TEMPERATURE,LINE P3 ZONE 03 TEMPERATURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P3 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P3 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P3 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P3 ZONE 2 TEMPERATURE,FOREHEART LINE P3 ZONE 3 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P3_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2
1/13/2022,36.38,36.4,29.79,81.9,49,31,10102,3922,30761,34683,12.6,98.84,28.467,91.47,5324,989,1214,1325,17.1,111.44,0.913,31180,100,3.26,2.41,8.14,13.81,59,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,311,989,31180,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5153,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
1/14/2022,36.63,36.6,34.26,93.5,48,31,10200,4152,29691,33843,13.43,96.04,28.661,92.71,5605,999,1217,1325,18.1,109.47,0.913,31392,102,2.94,2.24,7.36,12.54,53,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,309,999,31392,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5152,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
1/15/2022,36.07,36.1,31.7,87.8,47,31,10139,5484,30742,36226,17.68,99.13,28.292,91.23,5874,991,1214,1324,18.9,116.81,0.913,30988,100,2.94,2.24,7.36,0,53,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,310,991,30988,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5151,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
1/16/2022,30.4,30.4,26,85.4,54,32,10039,4930,26403,31333,15.94,85.38,28.447,91.99,5540,985,1216,1321,17.9,101.32,0.913,31158,101,2.94,2.24,7.36,0,53,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,309,985,31158,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5152,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
1/17/2022,29.07,29.1,27.57,94.8,38,31,10205,6196,30240,36436,19.99,97.58,28.455,91.82,5575,998,1218,1324,18,117.57,0.913,31166,101,2.94,2.29,6.91,12.14,46,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,310,998,31166,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5159,70.72,1.79,0.132,9.77,3.31,13.36,0.42,0.037
1/18/2022,28.79,28.8,24.67,85.7,35,31,10225,6613,30389,37002,21.5,98.8,28.21,91.72,5570,999,1217,1322,18.1,120.3,0.905,31171,101,3.24,2.34,1.46,7.04,70,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,308,999,31171,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.516,70.72,1.79,0.132,9.77,3.31,13.36,0.42,0.037
1/19/2022,28.82,28.8,25.98,90.1,31,31,10265,6896,31590,38486,22.33,102.28,28.3,91.63,5702,1002,1217,1324,18.5,124.61,0.912,31031,100,2.79,3.11,1.04,6.94,79,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,309,1002,31031,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5147,70.72,1.79,0.132,9.77,3.31,13.36,0.42,0.037
1/20/2022,29.09,29,25.59,88.2,32,31,10157,7524,31454,38978,24.07,100.63,28.29,90.5,5687,991,1217,1324,18.2,124.7,0.912,31020,99,2.79,3.11,1.04,0,79,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,313,991,31020,99,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5149,70.84,1.8,0.134,9.42,3.48,13.37,0.46,0.037
1/21/2022,28.95,29,26.55,91.7,34,30,10227,4938,29340,34278,16.24,96.47,28.167,92.61,5622,1001,1221,1321,18.5,112.7,0.912,30885,102,4.24,2.94,8.41,15.59,305,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,304,1001,30885,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5158,70.84,1.8,0.134,9.42,3.48,13.37,0.46,0.037
1/22/2022,29.04,29,26.5,91.3,37,30,10397,6340,30728,37068,20.68,100.23,28.642,93.42,5590,1016,1220,1324,18.2,120.9,0.912,31406,102,4.28,3.04,2.92,10.24,93,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,307,1016,31406,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5146,70.84,1.8,0.134,9.42,3.48,13.37,0.46,0.037
1/23/2022,28.97,29,26.57,91.7,33,30,10298,5526,29987,35513,18.15,98.51,28.278,92.89,5598,1007,1223,1324,18.4,116.66,0.91,31075,102,3.94,2.5,4.11,10.55,78,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1190.07766,1227.11551,1266.634057,1271.728446,1236.018302,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1179.232955,1179.082386,1176.552557,1191.910511,1227.953125,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,304,1007,31075,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5148,70.84,1.8,0.134,9.42,3.48,13.37,0.46,0.037
1/24/2022,27.25,27.3,20.29,74.5,45,30,10348,6931,31253,38184,22.4,101,28.663,92.63,5725,1011,1219,1322,18.5,123.4,0.91,31498,102,4.52,3.72,5.45,13.69,229,105.3,14560.54619,-0.405097365,-0.02461148,1193.495431,0.349662741,1206.977802,1232.011777,1264.436421,1265.898786,1238.761179,492.4862155,13123.74937,209.9473684,180.7982456,223.4548872,240.9398496,249.1654135,204.4636591,258.0025063,209.9135338,1219.807018,1048.363409,55537,1458.865915,1572.854637,1517.941103,426.9097744,1385.964912,462.6578947,1386.152882,995.1077694,1178.042607,1177.918546,1173.399749,1208.506266,1232.808271,1267.745614,1239.669173,1321.299499,1346.021305,288.5734328,1050.421197,266.1092855,811.0111795,299.4469722,953.2178216,300.4573034,1227.194867,293.4127852,1407.068743,243.0590422,1368.726358,315.3182519,1306.276397,350.4416298,1353.804073,575.4760131,888.4530469,270.5435539,67.80693054,10,250,940,1200,298,0.505186234,16777216,720789.8058,898491,19131.80576,29987,747.3106254,195.8740597,744.7033983,194.1631855,94.56218679,3588.276975,4300,785.3018184,193.3194966,126.4059455,4082.076582,4300,107.8425231,4041.842171,4300,51.34211807,47.59276608,50.6269723,1314.972803,4.118169414,309,1011,31498,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5193,70.36,1.86,0.122,9.81,3.09,13.66,0.6,0.033
1/25/2022,26.47,26.5,19.06,72,42,30,10674,4159,22014,26173,15.09,79.86,27.37,99.29,5695,1051,1230,1327,20.7,94.95,0.91,30077,109,5.32,3.64,1.34,10.3,71,105.3,14056.86158,-0.415428961,-0.016428636,1149.159174,0.347100923,1206.996241,1232.010221,1267.948594,1258.014989,1229.527137,485.1292564,12671.63447,207.4565671,180.1966644,220.5448228,240.2619875,248.5191105,201.9152189,258.7553857,210.323836,1226.966644,1053.224461,50363.17373,1480.762335,1583.694927,1533.050035,425.6101459,1391.174427,452.542738,1393.346769,993.9993051,1177.90271,1177.85754,1173.454482,1208.606671,1232.86171,1259.968728,1230.466296,1325.661571,1021.988732,284.6232925,798.1361641,258.405482,617.3799311,298.1246636,722.1490304,299.9054129,927.569539,293.9512391,1061.233611,240.8865649,1029.426221,313.6152662,982.0115238,261.4880111,1020.912961,569.014701,666.1683955,269.4871518,67.80693054,10,250,940,1200,298,0.39088143,16777216,739413.0813,898491,9798.829743,31123.74566,526.2318722,141.2777972,521.8671542,139.8791115,68.66033512,2709.078531,4300,551.1576549,139.0788351,88.65217945,3072.676584,4300,79.36988465,3065.239886,4300,46.10588507,37.72469326,45.12083663,923.4553523,3.219275613,276,1051,30077,109,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5191,70.36,1.86,0.122,9.81,3.09,13.66,0.6,0.033
1/26/2022,26.1,18.6,13.51,72.6,48,30,10309,6238,28338,34576,20.48,93.05,28.436,93.37,5739,1009,1222,1322,18.8,113.53,0.915,31078,102,3.85,2.97,0.19,7.01,42,105.3,14348.31655,-0.405544779,-0.018247434,1180.162936,0.351285546,1206.991789,1232.006454,1264.62148,1259.500173,1233.668315,488.6715278,12934.74583,210.2388889,181.1180556,221.2722222,241.5902778,249.3958333,204.9673611,258.7756944,210.4069444,1225.770833,1054.2125,55537,1468.422917,1571.727083,1521.294444,430.1298611,1386.310417,450.3743056,1391.272917,998.2979167,1177.205556,1177.3625,1173.461111,1208.56875,1232.953472,1261.46875,1234.602778,1324.5,1324.836838,290.1384097,1033.426971,256.3741812,796.8838417,303.9436228,932.3836978,300.0419542,1197.201726,294.2293602,1371.99235,245.5758076,1336.687003,315.2355857,1282.587452,252.5995854,1329.118443,576.5651519,868.0390768,271.7797536,67.80693054,10,250,940,1200,298,0.503742991,16777216,766742.5125,898491,14151.5,22996.175,707.0411775,188.2075137,703.5248043,186.4860148,90.60030876,3521.989939,4300,741.1630634,185.6415892,119.4037423,3991.263193,4300,106.1074944,3959.892623,4300,50.28687262,46.58533492,49.60105665,1242.457668,3.820800779,305,1009,31078,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,9.22,2.5191,70.36,1.86,0.122,9.81,3.09,13.66,0.6,0.033
