Date,Adj_eff,P5_eff,P5_sap_draw,P5_actual_draw,P5_seed,Total SAP Draw,Adjusted Draw,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,LINE P5 ZONE 1 LEFT BOTTOM TEMPERATURE,LINE P5 ZONE 1 LEFT MIDDLE TEMPERATURE,LINE P5 ZONE 1 LEFT TOP TEMPERATURE,LINE P5 ZONE 1 MIDDLE BOTTOM TEMPERATURE,LINE P5 ZONE 1 MIDDLE MIDDLE TEMPERATURE,LINE P5 ZONE 1 MIDDLE TOP TEMPERATURE,LINE P5 ZONE 1 RIGHT BOTTOM TEMPERATURE,LINE P5 ZONE 1 RIGHT MIDDLE TEMPERATURE,LINE P5 ZONE 1 RIGHT TOP TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P5 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P5 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P5 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P5 ZONE 2 TEMPERATURE,FOREHEART LINE P5 ZONE 3 TEMPERATURE,FOREHEART LINE P5 ZONE 4 TEMPERATURE,FOREHEART LINE P5 ZONE 5 TEMPERATURE,PYROMETER WE ZONE 1 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P5_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2
12-Jan-22,86.8361399,87.6,56.42,56.4,12,309.06,308.8,31,10329,5176,30073,35249,16.75,97.3,28.9,93.51,5575,1011,1217,1326,18,114.05,0.913,31654,102,52,105.3,14929.8341,-0.405106746,-0.030110984,1210.32984,0.367108863,1255.971273,1271.919607,1236.848602,1460.264309,1120.324589,1459.566229,1140.737937,1140.010473,1137.147493,792.872054,793.0465268,840.0672517,497.8145833,13460.10694,227.0958333,180.5916667,222.0298611,240.925,247.8847222,201.5659722,258.6840278,210.4118056,1215.520833,1047.775,32769,1491.08125,1579.519444,1543.568056,471.1729167,1390.278472,440.725,1399.158333,1032.086806,1199.147222,1199.141667,1196.752083,1210.782639,1214.944444,1231.761111,1225.347222,1258.004167,1273.961806,1237.874306,1324.392361,1315.830359,286.2581977,1025.69123,261.3006388,791.5758455,297.1667647,938.0144013,302.1043031,1196.185779,294.0060761,1370.541169,240.1473276,1320.834138,313.9899185,1269.445252,341.1636698,1320.644853,572.7066426,859.6430583,269.3491991,67.80693054,10,250,940,1200,298,0.480735413,16777216,352334.8382,898491,15385.56944,31092.7625,719.4346235,193.1415409,713.9591747,191.4228395,95.75530466,3496.117873,4300,755.2916183,190.8552756,121.5193386,3960.822173,4300,106.7831789,3951.460825,4300,51.86775628,48.24365435,51.34462989,1263.766385,7.22244326,309,1011,31654,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5147,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
13-Jan-22,85.93391773,91.2,56.13,56.1,20,311.22,296.6,31,10102,3922,30761,34683,12.6,98.84,28.467,91.47,5324,989,1214,1325,17.1,111.44,0.913,31180,100,59,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,311,989,31180,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5153,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
14-Jan-22,85.50518135,92.6,56.08,56.1,14,309.14,308.8,31,10200,4152,29691,33843,13.43,96.04,28.661,92.71,5605,999,1217,1325,18.1,109.47,0.913,31392,102,53,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,309,999,31392,102,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5152,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
15-Jan-22,87.93879705,91.2,56.41,56.3,12,310.12,284.3,31,10139,5484,30742,36226,17.68,99.13,28.292,91.23,5874,991,1214,1324,18.9,116.81,0.913,30988,100,53,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,310,991,30988,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5151,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
16-Jan-22,86.22409326,88.2,56.7,56.6,9,309.25,308.8,32,10039,4930,26403,31333,15.94,85.38,28.447,91.99,5540,985,1216,1321,17.9,101.32,0.913,31158,101,53,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,309,985,31158,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5152,70.82,1.75,0.123,9.5,3.2,13.65,0.46,0.036
17-Jan-22,84.80557356,91.7,56.28,56.2,7,309.9,308.6,31,10205,6196,30240,36436,19.99,97.58,28.455,91.82,5575,998,1218,1324,18,117.57,0.913,31166,101,46,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,310,998,31166,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5159,70.72,1.79,0.132,9.77,3.31,13.36,0.42,0.037
18-Jan-22,89.92840872,90.6,56.13,56.1,21,307.57,307.3,31,10225,6613,30389,37002,21.5,98.8,28.21,91.72,5570,999,1217,1322,18.1,120.3,0.905,31171,101,70,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,308,999,31171,101,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.516,70.72,1.79,0.132,9.77,3.31,13.36,0.42,0.037
19-Jan-22,88.85076076,91.1,56.74,56.7,12,308.86,308.9,31,10265,6896,31590,38486,22.33,102.28,28.3,91.63,5702,1002,1217,1324,18.5,124.61,0.912,31031,100,79,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,309,1002,31031,100,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5147,70.72,1.79,0.132,9.77,3.31,13.36,0.42,0.037
20-Jan-22,85.35180459,92.4,56.92,56.9,9,312.58,274.3,31,10157,7524,31454,38978,24.07,100.63,28.29,90.5,5687,991,1217,1324,18.2,124.7,0.912,31020,99,79,105.3,14719.13481,-0.408014413,-0.028269024,1188.233255,0.355157434,1266.634057,1271.728446,1236.018302,1460.263389,1119.804873,1459.560496,1139.823937,1139.350007,1137.139815,792.8761298,793.0579829,848.7992323,487.9928977,13269.73864,224.5852273,179.8380682,221.0880682,239.3792614,246.3082386,199.2017045,258.8210227,210.7982955,1216.25142,1049.457386,32769,1491.495739,1581.630682,1543.038352,455.2585227,1392.590909,433.2954545,1403.674716,998.8025568,1199.382102,1199.360795,1196.705966,1210.771307,1214.93892,1231.721591,1224.079545,1268.515625,1273.798295,1237.022727,1325.830966,1300.776318,286.3419327,1013.791894,261.8435336,780.5710142,293.0008098,925.1819981,302.0838172,1180.104267,294.2816851,1350.922143,239.258305,1295.255615,312.8151575,1229.791406,342.0360848,1296.746769,571.2604531,834.3493454,268.9591203,67.80693054,10,250,940,1200,298,0.531313943,16777216,374401.5511,898491,10606.30256,30305.10795,694.9272593,189.5546285,686.3457935,187.8194049,93.97194585,3431.868319,4300,727.6077095,187.1314706,118.7353028,3875.971634,4300,105.119457,3899.654112,4300,51.71093962,48.13439337,51.40395458,1217.692847,5.315340089,313,991,31020,99,1241.751043,1208.605779,35.65941586,13970.11511,14376.27752,0.473574409,0.495827538,13970.11511,14376.27752,72.54807371,13970.11511,0.473574409,0.495827538,11.89492701,1.55,2.5149,70.84,1.8,0.134,9.42,3.48,13.37,0.46,0.037
05-Feb-22,89.06098742,88.6,56.4,56.4,30,310.52,309.9,30,10441,8312,31154,39466,26.77,100.33,28.928,93.16,5660,1019,1223,1320,18.2,127.1,0.906,31929,103,49,105.3,14959.4743,-0.405478028,-0.022048442,1202.551289,0.359056713,1258.078868,1258.59375,1231.555379,1128.918665,1130.79649,1130.556872,1137.449865,1140.92161,1132.003092,792.8713354,793.0467404,817.14067,493.6277778,13486.13125,212.4756944,180.7569444,221.4215278,240.7930556,246.3215278,205.8958333,257.8118056,209.5854167,1221.398611,1045.283333,55537,1464.504167,1578.863194,1518.775694,434.69375,1395.326389,458.1194444,1394.658333,989.7208333,1197.440972,1197.115972,1195.71875,1210.660417,1213.775694,1233.556944,1220.010417,1260.029861,1260.645139,1232.488194,1318.495833,1331.585971,291.2550612,1039.246158,246.665461,802.613007,286.5714234,942.0315717,301.0281589,1227.789833,296.438561,1396.438962,248.9911246,1364.978382,318.2472483,1299.384725,294.7120959,1345.654498,583.5083858,879.0227929,271.1562039,67.80693054,10,250,940,1200,298,0.500260883,16777216,135321.709,934674,15616.70903,30867.4625,739.8627146,195.5122969,736.6108826,193.3980036,91.60696392,3556.262059,4300,778.0807313,192.7632139,127.2928244,4060.797646,4300,109.8732155,4011.684186,4300,51.66768829,47.75777444,50.77980433,1301.837954,3.938490625,311,1019,31929,103,1239.872917,1202.995736,39.58406944,14496.59235,14964.27784,0.478472222,0.486111111,14496.59235,14964.27784,74.47041667,14496.59235,0.478472222,0.486111111,12.43917779,2.88,2.5187,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
06-Feb-22,85.87557604,88.7,56.61,56.6,13,309.41,303.8,30,10251,6958,30966,37924,22.49,100.08,28.38,91.72,5585,1001,1222,1317,18.1,122.57,0.912,31118,101,39,105.3,14901.2641,-0.427339223,-0.035521042,1196.780805,0.35527133,1258.919627,1259.197388,1232.563782,1128.915422,1130.966472,1130.758122,1137.602703,1141.21074,1132.199216,792.8668898,793.0450976,820.8780591,492.7201389,13434.08889,210.6486111,179.7965278,219.6930556,240.7791667,245.4743056,203.6875,257.8368056,209.6458333,1222.785417,1046.019444,55537,1466.590972,1576.367361,1520.883333,435.3430556,1390.941667,456.0131944,1397.559722,990.6840278,1197.147222,1197.020139,1195.760417,1210.682639,1213.813889,1233.6,1220.764583,1260.816667,1261.300694,1233.566667,1319.384028,1321.647138,291.3838207,1032.910155,246.9036941,794.2648056,288.7707361,931.5546222,300.1138119,1217.141685,296.1566836,1387.579975,248.9916075,1354.338272,318.8421099,1277.487626,258.4312318,1333.473991,581.7327341,867.377181,271.7098285,67.80693054,10,250,940,1200,298,0.504877589,16777216,166293.9729,934674,15464.08542,31124.8875,731.0199642,194.9777679,728.4951641,193.1822434,91.07089128,3522.495899,4300,769.8043359,192.561294,126.8769771,4019.407484,4300,110.5189043,3975.868053,4300,52.00602423,48.16969211,51.22969486,1287.247598,4.285873595,309,1001,31118,101,1234.847222,1197.091389,36.3366875,14429.03354,14900.14233,0.484027778,0.479861111,14429.03354,14900.14233,74.43158333,14429.03354,0.484027778,0.479861111,12.44695473,2.88,2.5185,70.18,1.8,0.116,9.77,3.3,13.7,0.63,0.032
07-Feb-22,82.52532309,93.4,56.48,56.5,16,305.25,286.3,30,10490,7387,31069,38456,24.2,101.78,28.631,93.8,5588,1024,1227,1324,18.3,125.98,0.916,31257,102,73,105.3,14861.5037,-0.41588899,-0.058181953,1194.918838,0.358160233,1262.035014,1257.330678,1230.214488,1130.181353,1131.981272,1131.874188,1137.602835,1141.3309,1132.27768,792.8687215,793.0461903,814.3565842,491.2618056,13397.36458,210.6888889,179.2173611,219.3965278,240.5722222,245.225,203.3402778,257.2486111,208.6631944,1222.225694,1045.204167,55537,1489.01875,1581.392361,1538.492361,433.7506944,1396.298611,455.0298611,1404.658333,989.8527778,1197.330556,1197.093056,1195.765972,1210.625694,1213.692361,1233.574306,1219.777778,1263.799306,1259.302083,1231.093056,1318.822917,1329.505854,290.0542539,1039.070137,245.2300308,798.8659012,288.2467698,938.5621609,299.5857456,1224.204684,295.3573504,1395.867091,248.3193486,1362.688081,318.4184537,1283.99402,253.0979943,1343.867349,582.3447131,870.7678278,270.3132251,67.80693054,10,250,940,1200,298,0.507653171,16777216,197617.4875,934674,15801.625,30985.975,740.9833195,196.3766878,738.4182465,194.609761,91.97434417,3544.143041,4300,780.4627048,194.0163001,126.3526718,4042.552407,4300,112.0815489,4000.700873,4300,52.05495398,48.24276941,51.30246676,1304.878989,5.391609595,305,1024,31257,102,1231.288194,1194.885875,40.8794375,14408.66274,14861.43835,0.479166667,0.485416667,14408.66274,14861.43835,73.94566667,14408.66274,0.479166667,0.485416667,12.43753789,2.88,2.5172,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034
08-Feb-22,84.51731025,93,56.57,56.6,12,310.25,300.4,30,10311,6793,31044,37837,21.9,100.06,28.672,92.42,5401,1007,1226,1320,17.4,121.96,0.911,31473,101,49,105.3,14870.92414,-0.406486276,-0.042558462,1196.845754,0.359745623,1262.045326,1260.130508,1232.975839,1130.150897,1131.889893,1131.779899,1137.972124,1141.620615,1131.967559,792.8727779,793.0466636,818.3167531,493.1763889,13405.68333,210.8999305,178.9993051,219.1397775,240.6397775,244.6905424,202.6995828,257.581363,208.9602787,1225.284519,1048.682706,55537,1476.222455,1573.711793,1527.435056,434.2381285,1392.678073,457.0433263,1399.404612,992.0076869,1197.256285,1197.065642,1195.715283,1210.609909,1213.697139,1233.510119,1220.711793,1263.814583,1262.03125,1233.903472,1321.236732,1323.775078,291.0199975,1033.266609,246.3732413,793.7879113,290.187344,932.5749742,299.074239,1217.40668,294.7149637,1387.198752,248.7117682,1355.117451,317.0073592,1273.79344,249.8624677,1335.600899,582.2102483,864.4197769,271.1293961,67.80693054,10,250,940,1200,298,0.509366718,16777216,228297.8333,934674,15429.89776,31058.02104,731.1335092,194.9171146,728.300185,193.1502435,90.66293638,3523.671259,4300,769.7552409,192.5715415,126.2369209,4015.954005,4300,111.277983,3976.867733,4300,51.97292208,48.18646951,51.23676143,1287.080983,6.552905166,310,1007,31473,101,1232.436806,1197.441056,34.28201389,14447.89361,14887.32217,0.478472222,0.486805556,14447.89361,14887.32217,73.90242361,14447.89361,0.478472222,0.486805556,12.43261378,2.88,2.5153,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034
